"ORF","SGD","ENTREZID","GENENAME","ENSEMBL"
"YEL032C-A","S000028620",NA,NA,NA
"YGR190C","S000003422",NA,NA,NA
"YOR101W","S000005627","854268","RAS1","YOR101W"
"YDL212W","S000002371","851314","SHR3","YDL212W"
"YBR160W","S000000364","852457","CDC28","YBR160W"
"YOR168W","S000005694","854339","GLN4","YOR168W"
"YAR030C","S000001821",NA,NA,NA
"YBL005W-A","S000002146","852279",NA,NA
"YKL043W","S000001526","853823","PHD1","YKL043W"
"YDL201W","S000002360","851326","TRM8","YDL201W"
"YLR409C","S000004401","851125","UTP21","YLR409C"
"YCR064C","S000000660",NA,NA,NA
"YOR112W","S000005638","854279","CEX1","YOR112W"
"YOR181W","S000005707","854353","LAS17","YOR181W"
"YPL169C","S000006090","855934","MEX67","YPL169C"
"YGL026C","S000002994","852858","TRP5","YGL026C"
"YGR001C","S000003233","852884","EFM5","YGR001C"
"YJL062W","S000003598","853384","LAS21","YJL062W"
"YML051W","S000004515","854954","GAL80","YML051W"
"YIL119C","S000001381","854687","RPI1","YIL119C"
"YHR007C","S000001049","856398","ERG11","YHR007C"
"YGL169W","S000003137","852707","SUA5","YGL169W"
"YIL131C","S000001393","854675","FKH1","YIL131C"
"YAL023C","S000000021","851210","PMT2","YAL023C"
"YOR349W","S000005876","854531","CIN1","YOR349W"
"YBR233W-A","S000007595","852535","DAD3","YBR233W-A"
"YHR128W","S000001170","856529","FUR1","YHR128W"
"YGR074W","S000003306","852964","SMD1","YGR074W"
"YER119C-A","S000002961",NA,NA,NA
"YCL024W","S000000529","850334","KCC4","YCL024W"
"YOL098C","S000005458","854055","SDD3","YOL098C"
"YLR002C","S000003992","850688","NOC3","YLR002C"
"YJL187C","S000003723","853252","SWE1","YJL187C"
"YNR003W-A","S000028705",NA,NA,NA
"YLR168C","S000004158","850865","UPS2","YLR168C"
"YOR001W","S000005527","854162","RRP6","YOR001W"
"YIR001C","S000001440","854817","SGN1","YIR001C"
"YIR006C","S000001445","854822","PAN1","YIR006C"
"YGL171W","S000003139","852704","ROK1","YGL171W"
"YDL012C","S000002170","851550",NA,"YDL012C"
"YBL030C","S000000126","852250","PET9","YBL030C"
"YCL046W","S000000551",NA,NA,NA
"YGL236C","S000003205","852616","MTO1","YGL236C"
"YOL124C","S000005484","853996","TRM11","YOL124C"
"YGL008C","S000002976","852876","PMA1","YGL008C"
"YPL136W","S000006057",NA,NA,NA
"YPR174C","S000006378","856304",NA,"YPR174C"
"YBR012W-B","S000002155","852299",NA,NA
"YNL055C","S000005000","855669","POR1","YNL055C"
"YLR064W","S000004054","850753","PER33","YLR064W"
"YGL012W","S000002980","852872","ERG4","YGL012W"
"YDR395W","S000002803","852004","SXM1","YDR395W"
"YJL135W","S000003671",NA,NA,NA
"YNR028W","S000005311","855762","CPR8","YNR028W"
"YGL239C","S000003208",NA,NA,NA
"YOR091W","S000005617","854258","TMA46","YOR091W"
"YLR359W","S000004351","851073","ADE13","YLR359W"
"YIL026C","S000001288","854786","IRR1","YIL026C"
"YGR200C","S000003432","853114","ELP2","YGR200C"
"YNR012W","S000005295","855746","URK1","YNR012W"
"YAR015W","S000000070","851272","ADE1","YAR015W"
"YMR079W","S000004684","855103","SEC14","YMR079W"
"YOR046C","S000005572","854211","DBP5","YOR046C"
"YDL101C","S000002259","851457","DUN1","YDL101C"
"YKL078W","S000001561","853784","DHR2","YKL078W"
"YJR025C","S000003786","853482","BNA1","YJR025C"
"YHR086W","S000001128","856486","NAM8","YHR086W"
"YOR222W","S000005748","854397","ODC2","YOR222W"
"YGR041W","S000003273","852932","BUD9","YGR041W"
"YDR279W","S000002687","851873","RNH202","YDR279W"
"YJL019W","S000003556","853434","MPS3","YJL019W"
"YIL173W","S000001435","854634","VTH1","YIL173W"
"YLL035W","S000003958","850624","GRC3","YLL035W"
"YJR043C","S000003804","853500","POL32","YJR043C"
"YJR127C","S000003888","853592","RSF2","YJR127C"
"YBR263W","S000000467","852565","SHM1","YBR263W"
"YOL090W","S000005450","854063","MSH2","YOL090W"
"YJL170C","S000003706","853269","ASG7","YJL170C"
"YHL029C","S000001021","856356","OCA5","YHL029C"
"YDL096C","S000002254",NA,"OPI6",NA
"YLR420W","S000004412","851139","URA4","YLR420W"
"YOL080C","S000005440","854075","REX4","YOL080C"
"YMR235C","S000004848","855275","RNA1","YMR235C"
"YNL036W","S000004981","855692","NCE103","YNL036W"
"YDL093W","S000002251","851464","PMT5","YDL093W"
"YFR009W","S000001905","850561","GCN20","YFR009W"
"YBR106W","S000000310","852403","PHO88","YBR106W"
"YOR198C","S000005724","854373","BFR1","YOR198C"
"YHL004W","S000000996","856384","MRP4","YHL004W"
"YIL132C","S000001394","854674","CSM2","YIL132C"
"YDL062W","S000002220",NA,NA,NA
"YLR244C","S000004234","850945","MAP1","YLR244C"
"YDL130W","S000002288","851427","RPP1B","YDL130W"
"YDL164C","S000002323","851391","CDC9","YDL164C"
"YDL185W","S000002344","851342","VMA1","YDL185W"
"YAL037C-B","S000028592",NA,NA,NA
"YGL195W","S000003163","852680","GCN1","YGL195W"
"YPR163C","S000006367","856292","TIF3","YPR163C"
"YNL288W","S000005232","855428","CAF40","YNL288W"
"YPR156C","S000006360","856279","TPO3","YPR156C"
"YDR365W-A","S000007400","851970",NA,NA
"YOR260W","S000005786","854434","GCD1","YOR260W"
"YMR274C","S000004887","855317","RCE1","YMR274C"
"YEL036C","S000000762","856675","ANP1","YEL036C"
"YIL101C","S000001363","854706","XBP1","YIL101C"
"YCR044C","S000000640","850411","PER1","YCR044C"
"YOL134C","S000005494",NA,NA,NA
"YDR233C","S000002641","851819","RTN1","YDR233C"
"YDL160C","S000002319","851394","DHH1","YDL160C"
"YKL024C","S000001507","853844","URA6","YKL024C"
"YPL212C","S000006133","855889","PUS1","YPL212C"
"YDR326C","S000002734","851926","YSP2","YDR326C"
"YDR365W-B","S000007401","851971",NA,NA
"YKL101W","S000001584","853760","HSL1","YKL101W"
"YLR042C","S000004032","850731",NA,"YLR042C"
"YBR283C","S000000487","852586","SSH1","YBR283C"
"YGR138C","S000003370","853039","TPO2","YGR138C"
"YGL118C","S000003086","852760",NA,NA
"YMR195W","S000004808","855235","ICY1","YMR195W"
"YLR229C","S000004219","850930","CDC42","YLR229C"
"YJL011C","S000003548","853442","RPC17","YJL011C"
"YLR452C","S000004444","851173","SST2","YLR452C"
"YDR501W","S000002909","852112","PLM2","YDR501W"
"YAL034C-B","S000002137",NA,NA,NA
"YMR260C","S000004873","855302","TIF11","YMR260C"
"YOR065W","S000005591","854231","CYT1","YOR065W"
"YKL141W","S000001624","853716","SDH3","YKL141W"
"YDL219W","S000002378","851307","DTD1","YDL219W"
"YDL112W","S000002270","851446","TRM3","YDL112W"
"YBR118W","S000000322","852415","TEF2","YBR118W"
"YBR118W","S000000322","852415","TEF2","YPR080W"
"YDL167C","S000002326","851387","NRP1","YDL167C"
"YDL232W","S000002391","851366","OST4","YDL232W"
"YHR208W","S000001251","856615","BAT1","YHR208W"
"YPL192C","S000006113","855909","PRM3","YPL192C"
"YDR234W","S000002642","851820","LYS4","YDR234W"
"YPL183C","S000006104","855919","RTT10","YPL183C"
"YCR045C","S000000641","850412","RRT12","YCR045C"
"YIR026C","S000001465","854844","YVH1","YIR026C"
"YOR271C","S000005797","854445","FSF1","YOR271C"
"YNR003C","S000005286","855737","RPC34","YNR003C"
"YKR079C","S000001787","853954","TRZ1","YKR079C"
"YIR041W","S000001480","854859","PAU15","YIR041W"
"YLR073C","S000004063","850762","RFU1","YLR073C"
"YDR454C","S000002862","852065","GUK1","YDR454C"
"YDR016C","S000002423","851579","DAD1","YDR016C"
"YGL178W","S000003146","852697","MPT5","YGL178W"
"YLR196W","S000004186","850893","PWP1","YLR196W"
"YBR011C","S000000215","852296","IPP1","YBR011C"
"YDR019C","S000002426","851582","GCV1","YDR019C"
"YIL056W","S000001318","854755","VHR1","YIL056W"
"YLL013C","S000003936","850647","PUF3","YLL013C"
"YDL208W","S000002367","851319","NHP2","YDL208W"
"YPR069C","S000006273","856182","SPE3","YPR069C"
"YHR052W-A","S000028647",NA,NA,NA
"YIL135C","S000001397","854671","VHS2","YIL135C"
"YPL145C","S000006066","855958","KES1","YPL145C"
"YML126C","S000004595","854913","ERG13","YML126C"
"YHR053C","S000001095","856450","CUP1-1","YHR053C"
"YHR053C","S000001095","856450","CUP1-1","YHR055C"
"YOL061W","S000005422","854093","PRS5","YOL061W"
"YPL127C","S000006048","855976","HHO1","YPL127C"
"YDR096W","S000002503","851670","GIS1","YDR096W"
"YJL010C","S000003547","853445","NOP9","YJL010C"
"YBR074W","S000000278","852366","PFF1","YBR074W"
"YDR507C","S000002915","852119","GIN4","YDR507C"
"YFL045C","S000001849","850499","SEC53","YFL045C"
"YLR103C","S000004093","850793","CDC45","YLR103C"
"YER056C","S000000858","856783","FCY2","YER056C"
"YHR165W-A","S000028783",NA,NA,NA
"YHR123W","S000001165","856523","EPT1","YHR123W"
"YGR107W","S000003339",NA,NA,NA
"YAL021C","S000000019","851212","CCR4","YAL021C"
"YMR272C","S000004885","855315","SCS7","YMR272C"
"YBR243C","S000000447","852545","ALG7","YBR243C"
"YGR082W","S000003314","852973","TOM20","YGR082W"
"YFL039C","S000001855","850504","ACT1","YFL039C"
"YBL031W","S000000127","852249","SHE1","YBL031W"
"YDL018C","S000002176","851544","ERP3","YDL018C"
"YCR072C","S000000668","850435","RSA4","YCR072C"
"YBL012C","S000000108",NA,NA,NA
"YHR032W-A","S000028831",NA,NA,NA
"YJL198W","S000003734","853241","PHO90","YJL198W"
"YGR245C","S000003477","853160","SDA1","YGR245C"
"YCL057C-A","S000007547","850300","MIC10","YCL057C-A"
"YNL102W","S000005046","855621","POL1","YNL102W"
"YBR083W","S000000287","852377","TEC1","YBR083W"
"YMR145C","S000004753","855176","NDE1","YMR145C"
"YOR267C","S000005793","854441","HRK1","YOR267C"
"YLR009W","S000003999","850695","RLP24","YLR009W"
"YNL284C-A","S000007386","855434",NA,NA
"YDR408C","S000002816","852017","ADE8","YDR408C"
"YGR073C","S000003305",NA,NA,NA
"YHR047C","S000001089","856443","AAP1","YHR047C"
"YJL201W","S000003737","853229","ECM25","YJL201W"
"YEL027W","S000000753","856686","VMA3","YEL027W"
"YOR235W","S000005761","854410","IRC13",NA
"YPR181C","S000006385","856311","SEC23","YPR181C"
"YJL108C","S000003644","853336","PRM10","YJL108C"
"YOR309C","S000005836",NA,NA,NA
"YBR121C-A","S000028815",NA,NA,NA
"YEL052W","S000000778","856658","AFG1","YEL052W"
"YGL099W","S000003067","852779","LSG1","YGL099W"
"YCR086W","S000000682","850447","CSM1","YCR086W"
"YPR187W","S000006391","856317","RPO26","YPR187W"
"YNL061W","S000005005","855664","NOP2","YNL061W"
"YKL132C","S000001615","853727","RMA1","YKL132C"
"YLL067W-A","S000028673",NA,NA,NA
"YDR528W","S000002936","852141","HLR1","YDR528W"
"YJR124C","S000003885","853588",NA,"YJR124C"
"YDR023W","S000002430","851587","SES1","YDR023W"
"YOL038C-A","S000028812","1466476",NA,"YOL038C-A"
"YKL004W","S000001487","853866","AUR1","YKL004W"
"YMR131C","S000004738","855161","RRB1","YMR131C"
"YHR065C","S000001107","856462","RRP3","YHR065C"
"YFL034C-A","S000006436","850509","RPL22B","YFL034C-A"
"YDR226W","S000002634","851812","ADK1","YDR226W"
"YOL103W-A","S000007349","854048",NA,NA
"YIL016W","S000001278","854796","SNL1","YIL016W"
"YPR041W","S000006245","856154","TIF5","YPR041W"
"YCL045C","S000000550","850312","EMC1","YCL045C"
"YOL103W-B","S000007350","854049",NA,NA
"YHL044W","S000001036","856341",NA,"YHL044W"
"YBR196C","S000000400","852495","PGI1","YBR196C"
"YER118C","S000000920","856854","SHO1","YER118C"
"YBL028C","S000000124","852253",NA,"YBL028C"
"YJL097W","S000003633","853348","PHS1","YJL097W"
"YOR335C","S000005862","854513","ALA1",NA
"YJL194W","S000003730","853244","CDC6","YJL194W"
"YHR054W-A","S000028648",NA,NA,NA
"YPL266W","S000006187","855862","DIM1","YPL266W"
"YNL283C","S000005227","855438","WSC2","YNL283C"
"YOR140W","S000005666","854307","SFL1","YOR140W"
"YNL256W","S000005200","855465","FOL1","YNL256W"
"YER088C","S000000890","856822","DOT6","YER088C"
"YHR055C","S000001097","856452","CUP1-2","YHR053C"
"YHR055C","S000001097","856452","CUP1-2","YHR055C"
"YER120W","S000000922","856856","SCS2","YER120W"
"YDR496C","S000002904","852107","PUF6","YDR496C"
"YMR051C","S000004654","855071",NA,NA
"YOL144W","S000005504","854021","NOP8","YOL144W"
"YPR060C","S000006264","856173","ARO7","YPR060C"
"YDR119W","S000002526","851697","VBA4","YDR119W"
"YML059C","S000004524","854943","NTE1","YML059C"
"YGR078C","S000003310","852969","PAC10","YGR078C"
"YHR069C-A","S000028779",NA,NA,NA
"YJR041C","S000003802","853498","URB2","YJR041C"
"YJL050W","S000003586","853397","MTR4","YJL050W"
"YER055C","S000000857","856782","HIS1","YER055C"
"YEL001C","S000000727","856717","IRC22","YEL001C"
"YDR343C","S000002751","851944","HXT6","YDR343C"
"YDL145C","S000002304","851410","COP1","YDL145C"
"YGL148W","S000003116","852729","ARO2","YGL148W"
"YDR165W","S000002572","851743","TRM82","YDR165W"
"YFR051C","S000001947","850612","RET2","YFR051C"
"YJL033W","S000003570","853419","HCA4","YJL033W"
"YDR324C","S000002732","851924","UTP4","YDR324C"
"YGR124W","S000003356","853025","ASN2","YGR124W"
"YER006W","S000000808","856723","NUG1","YER006W"
"YGR191W","S000003423","853104","HIP1","YGR191W"
"YGR161C-C","S000007367","853069",NA,NA
"YKR041W","S000001749","853914",NA,"YKR041W"
"YKL080W","S000001563","853782","VMA5","YKL080W"
"YDR353W","S000002761","851955","TRR1","YDR353W"
"YIL051C","S000001313","854760","MMF1","YIL051C"
"YGR038C-B","S000007408","852928",NA,NA
"YMR122C","S000004729","855151",NA,NA
"YPR036W-A","S000028425","856149","SPO24","YPR036W-A"
"YDL016C","S000002174",NA,NA,NA
"YDR266C","S000002674","851859","HEL2","YDR266C"
"YMR209C","S000004822","855249",NA,"YMR209C"
"YHR072W-A","S000007455","856471","NOP10","YHR072W-A"
"YBR015C","S000000219","852303","MNN2","YBR015C"
"YOL041C","S000005401","854116","NOP12","YOL041C"
"YNL112W","S000005056","855611","DBP2","YNL112W"
"YER025W","S000000827","856746","GCD11","YER025W"
"YGR162W","S000003394","853071","TIF4631","YGR162W"
"YGL162W","S000003130","852714","SUT1","YGL162W"
"YAL012W","S000000010","851221","CYS3","YAL012W"
"YGL200C","S000003168","852675","EMP24","YGL200C"
"YKR026C","S000001734","853896","GCN3","YKR026C"
"YMR310C","S000004927","855358",NA,"YMR310C"
"YER165W","S000000967","856912","PAB1","YER165W"
"YOL097C","S000005457","854056","WRS1","YOL097C"
"YMR147W","S000004755","855178",NA,"YMR147W"
"YDL205C","S000002364","851322","HEM3","YDL205C"
"YKL044W","S000001527","853822","MMO1","YKL044W"
"YBR082C","S000000286","852376","UBC4","YBR082C"
"YHR026W","S000001068","856421","VMA16","YHR026W"
"YGR050C","S000003282","852941",NA,"YGR050C"
"YBR087W","S000000291","852383","RFC5","YBR087W"
"YHR154W","S000001197","856559","RTT107","YHR154W"
"YBL071C-B","S000028597","1466440",NA,"YBL071C-B"
"YAR073W","S000000095",NA,"IMD1",NA
"YGR285C","S000003517","853202","ZUO1","YGR285C"
"YOR066W","S000005592","854232","MSA1","YOR066W"
"YNL153C","S000005097","855569","GIM3","YNL153C"
"YDL127W","S000002285","851430","PCL2","YDL127W"
"YHR117W","S000001159","856517","TOM71","YHR117W"
"YGR103W","S000003335","852995","NOP7","YGR103W"
"YMR241W","S000004854","855282","YHM2","YMR241W"
"YKL131W","S000001614",NA,NA,NA
"YJL122W","S000003658","853320","ALB1","YJL122W"
"YBR112C","S000000316","852410","CYC8","YBR112C"
"YOR243C","S000005769","854417","PUS7","YOR243C"
"YPL128C","S000006049","855975","TBF1","YPL128C"
"YPL197C","S000006118",NA,NA,NA
"YGR173W","S000003405","853083","RBG2","YGR173W"
"YER188C-A","S000028764","1466538",NA,"YER188C-A"
"YEL007W","S000000733","856711","MIT1","YEL007W"
"YGL028C","S000002996","852856","SCW11","YGL028C"
"YAR028W","S000000076","851280",NA,"YAR028W"
"YBL070C","S000000166",NA,NA,NA
"YHR108W","S000001150","856508","GGA2","YHR108W"
"YLR089C","S000004079","850778","ALT1","YLR089C"
"YOR045W","S000005571","854210","TOM6","YOR045W"
"YIR020W-A","S000007241",NA,NA,NA
"YKL164C","S000001647","853692","PIR1","YKL164C"
"YLR264C-A","S000028808","1466417",NA,"YLR264C-A"
"YOL123W","S000005483","853997","HRP1","YOL123W"
"YAL024C","S000000022","851209","LTE1","YAL024C"
"YCL027W","S000000532","850330","FUS1","YCL027W"
"YMR146C","S000004754","855177","TIF34","YMR146C"
"YKL191W","S000001674","853643","DPH2","YKL191W"
"YDL171C","S000002330","851383","GLT1","YDL171C"
"YBR177C","S000000381","852476","EHT1","YBR177C"
"YDL015C","S000002173","851547","TSC13","YDL015C"
"YJL196C","S000003732","853243","ELO1","YJL196C"
"YGR023W","S000003255","852905","MTL1","YGR023W"
"YBR265W","S000000469","852568","TSC10","YBR265W"
"YGL070C","S000003038","852810","RPB9","YGL070C"
"YEL076C","S000000802","856633",NA,"YEL076C"
"YMR277W","S000004890","855320","FCP1","YMR277W"
"YLR198C","S000004188",NA,NA,NA
"YJR007W","S000003767","853463","SUI2","YJR007W"
"YHL028W","S000001020","856357","WSC4","YHL028W"
"YKL008C","S000001491","853861","LAC1","YKL008C"
"YHL011C","S000001003","856375","PRS3","YHL011C"
"YHL006W-A","S000028771",NA,NA,NA
"YMR272W-A","S000028695",NA,NA,NA
"YOR016C","S000005542","854181","ERP4","YOR016C"
"YMR202W","S000004815","855242","ERG2","YMR202W"
"YJL148W","S000003684","853293","RPA34","YJL148W"
"YOR202W","S000005728","854377","HIS3","YOR202W"
"YJL218W","S000003754","853237",NA,"YJL218W"
"YAL067W-A","S000028593","1466426",NA,"YAL067W-A"
"YNL057W","S000005002",NA,NA,NA
"YJR063W","S000003824","853526","RPA12","YJR063W"
"YGR177C","S000003409","853088","ATF2","YGR177C"
"YKL054C","S000001537","853811","DEF1","YKL054C"
"YNL067W","S000005011","855658","RPL9B","YNL067W"
"YJL002C","S000003539","853455","OST1","YJL002C"
"YHR063W-A","S000028778",NA,NA,NA
"YHR193C","S000001236","856600","EGD2","YHR193C"
"YBR173C","S000000377","852471","UMP1","YBR173C"
"YHR064C","S000001106","856461","SSZ1","YHR064C"
"YKL033W-A","S000007242","853833",NA,"YKL033W-A"
"YLR342W","S000004334","851055","FKS1","YLR342W"
"YOR074C","S000005600","854241","CDC21","YOR074C"
"YPR033C","S000006237","856145","HTS1","YPR033C"
"YPL273W","S000006194","855855","SAM4","YPL273W"
"YBR069C","S000000273","852361","TAT1","YBR069C"
"YGR038C-A","S000007407","852929",NA,NA
"YGL105W","S000003073","852773","ARC1","YGL105W"
"YOR008C-A","S000006431","854171",NA,"YOR008C-A"
"YNL090W","S000005034","855634","RHO2","YNL090W"
"YGR123C","S000003355","853023","PPT1","YGR123C"
"YMR011W","S000004613","855023","HXT2","YMR011W"
"YMR120C","S000004727","855149","ADE17","YMR120C"
"YDR157W","S000002564","851735",NA,NA
"YER049W","S000000851","856775","TPA1","YER049W"
"YJR077C","S000003838","853540","MIR1","YJR077C"
"YPL208W","S000006129","855893","RKM1","YPL208W"
"YDR420W","S000002828","852030","HKR1","YDR420W"
"YER043C","S000000845","856766","SAH1","YER043C"
"YHR127W","S000001169","856528",NA,"YHR127W"
"YGR049W","S000003281","852940","SCM4","YGR049W"
"YNL247W","S000005191","855474",NA,"YNL247W"
"YPL015C","S000005936","856092","HST2","YPL015C"
"YNR014W","S000005297","855748",NA,"YNR014W"
"YDR077W","S000002484","851649","SED1","YDR077W"
"YAR029W","S000000077","851281",NA,"YAR029W"
"YLL048C","S000003971","850678","YBT1","YLL048C"
"YPR145W","S000006349","856268","ASN1","YPR145W"
"YER087C-B","S000002128","856821","SBH1","YER087C-B"
"YPL241C","S000006162","855835","CIN2","YPL241C"
"YBL077W","S000000173",NA,NA,NA
"YLR459W","S000004451","851181","GAB1","YLR459W"
"YBR121C","S000000325","852418","GRS1",NA
"YHR170W","S000001213","856575","NMD3","YHR170W"
"YAL059C-A","S000028734",NA,NA,NA
"YOR095C","S000005621","854262","RKI1","YOR095C"
"YLR106C","S000004096","850796","MDN1","YLR106C"
"YCR063W","S000000659","850427","BUD31","YCR063W"
"YHR062C","S000001104","856459","RPP1","YHR062C"
"YGL210W","S000003178","852662","YPT32","YGL210W"
"YMR300C","S000004915","855346","ADE4","YMR300C"
"YGL016W","S000002984","852868","KAP122","YGL016W"
"YEL057C","S000000783","856653","SDD1","YEL057C"
"YHR210C","S000001253","856617",NA,"YHR210C"
"YBL082C","S000000178","852196","ALG3","YBL082C"
"YHR149C","S000001192","856554","SKG6","YHR149C"
"YAR008W","S000000066","851267","SEN34","YAR008W"
"YOR136W","S000005662","854303","IDH2","YOR136W"
"YAR007C","S000000065","851266","RFA1","YAR007C"
"YPL237W","S000006158","855838","SUI3","YPL237W"
"YNL124W","S000005068","855599","NAF1","YNL124W"
"YER062C","S000000864","856791","GPP2","YER062C"
"YHR133C","S000001175","856535","NSG1","YHR133C"
"YPL238C","S000006159",NA,NA,NA
"YGR161C-D","S000007368","853068",NA,NA
"YLR154C","S000004144","850847","RNH203","YLR154C"
"YKL096C-B","S000028667","1500486",NA,"YKL096C-B"
"YER009W","S000000811","856727","NTF2","YER009W"
"YPL126W","S000006047","855977","NAN1","YPL126W"
"YBR084C-A","S000002156","852379","RPL19A","YBL027W"
"YBR084C-A","S000002156","852379","RPL19A","YBR084C-A"
"YDL063C","S000002221","851497","SYO1","YDL063C"
"YJR091C","S000003851","853553","JSN1","YJR091C"
"YER126C","S000000928","856863","NSA2","YER126C"
"YLL023C","S000003946","850637","POM33","YLL023C"
"YML125C","S000004594","854914","PGA3","YML125C"
"YJL183W","S000003719","853256","MNN11","YJL183W"
"YPL279C","S000006200","855850","FEX2","YPL279C"
