"ORF","SGD","ENTREZID","GENENAME","ENSEMBL"
"YLR032W","S000004022","850719","RAD5","YLR032W"
"YGR040W","S000003272","852931","KSS1","YGR040W"
"YMR006C","S000004608","855018","PLB2","YMR006C"
"YHR188C","S000001231","856595","GPI16","YHR188C"
"YMR001C","S000004603","855013","CDC5","YMR001C"
"YLR405W","S000004397","851121","DUS4","YLR405W"
"YHR162W","S000001205","856567","MPC2","YHR162W"
"YPL234C","S000006155","855842","VMA11","YPL234C"
"YBR133C","S000000337","852431","HSL7","YBR133C"
"YGR145W","S000003377","853048","ENP2","YGR145W"
"YGR018C","S000003250","852901",NA,"YGR018C"
"YPL230W","S000006151","855871","USV1","YPL230W"
"YPR169W","S000006373","856298","JIP5","YPR169W"
"YFR029W","S000001925","850587","PTR3","YFR029W"
"YCL044C","S000000549","850313","MGR1","YCL044C"
"YBR218C","S000000422","852519","PYC2","YBR218C"
"YPL080C","S000006001","856025",NA,NA
"YNL072W","S000005016","855652","RNH201","YNL072W"
"YBR009C","S000000213","852294","HHF1","YBR009C"
"YBR009C","S000000213","852294","HHF1","YNL030W"
"YOR178C","S000005704","854350","GAC1","YOR178C"
"YGL127C","S000003095","852750","SOH1","YGL127C"
"YGL111W","S000003079","852767","NSA1","YGL111W"
"YLR013W","S000004003","850700","GAT3","YLR013W"
"YLR059C","S000004049","850748","REX2","YLR059C"
"YGL041C-B","S000028548","1466454",NA,"YGL041C-B"
"YOR269W","S000005795","854443","PAC1","YOR269W"
"YOR006C","S000005532","854167","TSR3","YOR006C"
"YMR281W","S000004894","855324","GPI12","YMR281W"
"YIL118W","S000001380","854688","RHO3","YIL118W"
"YOR020C","S000005546","854185","HSP10","YOR020C"
"YHR107C","S000001149","856507","CDC12","YHR107C"
"YJL116C","S000003652","853326","NCA3","YJL116C"
"YJR072C","S000003833","853535","NPA3","YJR072C"
"YKL100W-A","S000028840",NA,NA,NA
"YNL131W","S000005075","855592","TOM22","YNL131W"
"YLR176C","S000004166","850873","RFX1","YLR176C"
"YDR112W","S000002519",NA,"IRC2",NA
"YDL186W","S000002345","851340",NA,"YDL186W"
"YNL251C","S000005195","855470","NRD1","YNL251C"
"YGR067C","S000003299","852958",NA,"YGR067C"
"YPR036W","S000006240","856148","VMA13","YPR036W"
"YBR210W","S000000414","852511","ERV15","YBR210W"
"YKL207W","S000001690","853628","EMC3","YKL207W"
"YBL063W","S000000159","852216","KIP1","YBL063W"
"YHR173C","S000001216","856578",NA,"YHR173C"
"YER084W","S000000886","856816",NA,"YER084W"
"YGL106W","S000003074","852772","MLC1","YGL106W"
"YLR180W","S000004170","850877","SAM1","YLR180W"
"YMR108W","S000004714","855135","ILV2","YMR108W"
"YGR117C","S000003349","853014",NA,"YGR117C"
"YHR033W","S000001075","856428",NA,"YHR033W"
"YLR208W","S000004198","850905","SEC13","YLR208W"
"YNL119W","S000005063","855603","NCS2","YNL119W"
"YCL039W","S000000544","850318","GID7","YCL039W"
"YDL198C","S000002357","851329","GGC1","YDL198C"
"YDR374W-A","S000113553","3799971","WIP1","YDR374W-A"
"YNR052C","S000005335","855788","POP2","YNR052C"
"YBL045C","S000000141","852235","COR1","YBL045C"
"YOR254C","S000005780","854428","SEC63","YOR254C"
"YLR353W","S000004345","851067","BUD8","YLR353W"
"YMR236W","S000004849","855276","TAF9","YMR236W"
"YOR015W","S000005541","854180",NA,NA
"YNL113W","S000005057","855609","RPC19","YNL113W"
"YEL069C","S000000795","856640","HXT13","YEL069C"
"YDR531W","S000002939","852144","CAB1","YDR531W"
"YMR037C","S000004640","855053","MSN2","YMR037C"
"YOR114W","S000005640","854281",NA,"YOR114W"
"YPL053C","S000005974","856054","KTR6","YPL053C"
"YGL232W","S000003201","852619","TAN1","YGL232W"
"YOL133W","S000005493","853986","HRT1","YOL133W"
"YIL059C","S000001321",NA,NA,NA
"YHL007C","S000000999","856382","STE20","YHL007C"
"YNL114C","S000005058",NA,NA,NA
"YGL009C","S000002977","852875","LEU1","YGL009C"
"YBR130C","S000000334","852427","SHE3","YBR130C"
"YNL291C","S000005235","855425","MID1","YNL291C"
"YOR129C","S000005655","854296","AFI1","YOR129C"
"YHR182C-A","S000028784",NA,NA,NA
"YBR196C-A","S000028534","1466447",NA,"YBR196C-A"
"YJL026W","S000003563","853427","RNR2","YJL026W"
"YML105C","S000004573","854866","SEC65","YML105C"
"YPR016W-A","S000007630",NA,NA,NA
"YLR019W","S000004009","850706","PSR2","YLR019W"
"YMR148W","S000004756","855179","OSW5","YMR148W"
"YDR097C","S000002504","851671","MSH6","YDR097C"
"YGL245W","S000003214","852606","GUS1","YGL245W"
"YHR115C","S000001157","856515","DMA1","YHR115C"
"YDR320C-A","S000007604","851919","DAD4","YDR320C-A"
"YNL232W","S000005176","855489","CSL4","YNL232W"
"YHL039W","S000001031","856346","EFM1","YHL039W"
"YDR316W-B","S000007399","851914",NA,NA
"YER052C","S000000854","856778","HOM3","YER052C"
"YHR061C","S000001103","856458","GIC1","YHR061C"
"YHR206W","S000001249","856613","SKN7","YHR206W"
"YLR146C","S000004136","850838","SPE4","YLR146C"
"YKR090W","S000001798","853965","PXL1","YKR090W"
"YGR106C","S000003338","852998","VOA1","YGR106C"
"YIL177W-A","S000028658",NA,NA,NA
"YPL239W","S000006160","855837","YAR1","YPL239W"
"YDR339C","S000002747","851939","FCF1","YDR339C"
"YIR005W","S000001444","854821","IST3","YIR005W"
"YKL181W","S000001664","853654","PRS1","YKL181W"
"YLR187W","S000004177","850884","SKG3","YLR187W"
"YJL117W","S000003653","853325","PHO86","YJL117W"
"YOR033C","S000005559","854198","EXO1","YOR033C"
"YKR045C","S000001753","853919",NA,"YKR045C"
"YPL049C","S000005970","856058","DIG1","YPL049C"
"YKL110C","S000001593","853750","KTI12","YKL110C"
"YDR062W","S000002469","851634","LCB2","YDR062W"
"YPR182W","S000006386","856312","SMX3","YPR182W"
"YPL229W","S000006150","855872",NA,"YPL229W"
"YJL193W","S000003729","853246",NA,"YJL193W"
"YNL180C","S000005124","855541","RHO5","YNL180C"
"YGR089W","S000003321","852980","NNF2","YGR089W"
"YNL189W","S000005133","855532","SRP1","YNL189W"
"YIL060W","S000001322","854750",NA,"YIL060W"
"YHR068W","S000001110","856465","DYS1","YHR068W"
"YGR020C","S000003252","852903","VMA7","YGR020C"
"YMR301C","S000004916","855347","ATM1","YMR301C"
"YGR240C-A","S000028551","1466463",NA,"YGR240C-A"
"YJL084C","S000003620","853361","ALY2","YJL084C"
"YFR052C-A","S000028768",NA,NA,NA
"YOR373W","S000005900","854555","NUD1","YOR373W"
"YJL223C","S000003759","853232","PAU1","YIL176C"
"YJL223C","S000003759","853232","PAU1","YJL223C"
"YBR054W","S000000258","852343","YRO2","YBR054W"
"YDR465C","S000002873","852076","RMT2","YDR465C"
"YPR158C-D","S000007362","856284",NA,NA
"YDL150W","S000002309","851404","RPC53","YDL150W"
"YJR151C","S000003912","853616","DAN4","YJR151C"
"YER097W","S000000899",NA,NA,NA
"YNL075W","S000005019","855649","IMP4","YNL075W"
"YDR472W","S000002880","852083","TRS31","YDR472W"
"YDL140C","S000002299","851415","RPO21","YDL140C"
"YHR039C-A","S000002100","856435","VMA10","YHR039C-A"
"YOR004W","S000005530","854165","UTP23","YOR004W"
"YNL205C","S000005149",NA,NA,NA
"YNL183C","S000005127","855538","NPR1","YNL183C"
"YOL021C","S000005381","854138","DIS3","YOL021C"
"YFL033C","S000001861","850511","RIM15","YFL033C"
"YER154W","S000000956","856898","OXA1","YER154W"
"YEL004W","S000000730","856714","YEA4","YEL004W"
"YCL009C","S000000515","850348","ILV6","YCL009C"
"YNL220W","S000005164","855501","ADE12","YNL220W"
"YCR077C","S000000673","850440","PAT1","YCR077C"
"YLR305C","S000004296","851014","STT4","YLR305C"
"YDL095W","S000002253","851462","PMT1","YDL095W"
"YKR080W","S000001788","853955","MTD1","YKR080W"
"YGR077C","S000003309","852968","PEX8","YGR077C"
"YOL097W-A","S000028854","1466475",NA,"YOL097W-A"
"YIL008W","S000001270","854809","URM1","YIL008W"
"YLL008W","S000003931","850652","DRS1","YLL008W"
"YJR132W","S000003893","853596","NMD5","YJR132W"
"YHR032W","S000001074","856427","ERC1","YHR032W"
"YKL042W","S000001525","853824","SPC42","YKL042W"
"YLR154W-F","S000028843",NA,NA,NA
"YIR012W","S000001451","854829","SQT1","YIR012W"
"YLR384C","S000004376","851100","IKI3","YLR384C"
"YPR118W","S000006322","856234","MRI1","YPR118W"
"YNL054W-A","S000007384","855671",NA,NA
"YML075C","S000004540","854900","HMG1","YML075C"
"YFR046C","S000001942","850607","CNN1","YFR046C"
"YAR047C","S000000083",NA,NA,NA
"YNL273W","S000005217","855448","TOF1","YNL273W"
"YIL109C","S000001371","854697","SEC24","YIL109C"
"YLR262C-A","S000007246","850967","TMA7","YLR262C-A"
"YPL106C","S000006027","855998","SSE1","YPL106C"
"YBL040C","S000000136","852240","ERD2","YBL040C"
"YNL176C","S000005120","855545","TDA7","YNL176C"
"YJL217W","S000003753","853238","REE1","YJL217W"
"YDR156W","S000002563","851734","RPA14","YDR156W"
"YOR329C","S000005856","854507","SCD5","YOR329C"
"YLR285W","S000004275","850991","NNT1","YLR285W"
"YML072C","S000004537","854903","TCB3","YML072C"
"YOL094C","S000005454","854059","RFC4","YOL094C"
"YDR524C-B","S000028739","1466438",NA,"YDR524C-B"
"YOR176W","S000005702","854347","HEM15","YOR176W"
"YDL031W","S000002189","851530","DBP10","YDL031W"
"YNL322C","S000005266","855394","KRE1","YNL322C"
"YNL179C","S000005123",NA,NA,NA
"YDR398W","S000002806","852007","UTP5","YDR398W"
"YKL057C","S000001540","853808","NUP120","YKL057C"
"YML120C","S000004589","854919","NDI1","YML120C"
"YBR212W","S000000416","852513","NGR1","YBR212W"
"YJL090C","S000003626","853355","DPB11","YJL090C"
"YIR009W","S000001448","854826","MSL1","YIR009W"
"YCR052W","S000000648","850419","RSC6","YCR052W"
"YDR304C","S000002712","851898","CPR5","YDR304C"
"YLR044C","S000004034","850733","PDC1","YLR044C"
"YML086C","S000004551","854888","ALO1","YML086C"
"YLL011W","S000003934","850649","SOF1","YLL011W"
"YDR207C","S000002615","851788","UME6","YDR207C"
"YER019C-A","S000002127","856740","SBH2","YER019C-A"
"YGR260W","S000003492","853175","TNA1","YGR260W"
"YBR159W","S000000363","852456","IFA38","YBR159W"
"YNL264C","S000005208","855457","PDR17","YNL264C"
"YIL064W","S000001326","854746","EFM4","YIL064W"
"YGR154C","S000003386","853058","GTO1","YGR154C"
"YJR027W","S000003788","853484",NA,NA
"YJR120W","S000003881","853584",NA,"YJR120W"
"YNL321W","S000005265","855395","VNX1","YNL321W"
"YKL029C","S000001512","853839","MAE1","YKL029C"
"YNL186W","S000005130","855535","UBP10","YNL186W"
"YER060W","S000000862","856788","FCY21","YER060W"
"YLR436C","S000004428","851156","ECM30","YLR436C"
"YBR221C","S000000425","852522","PDB1","YBR221C"
"YOR121C","S000005647",NA,NA,NA
"YNL062C","S000005006","855663","GCD10","YNL062C"
"YBR041W","S000000245","852329","FAT1","YBR041W"
"YEL063C","S000000789","856646","CAN1","YEL063C"
"YLR403W","S000004395","851119","SFP1","YLR403W"
"YLR286C","S000004276","850992","CTS1","YLR286C"
"YNL262W","S000005206","855459","POL2","YNL262W"
"YDR086C","S000002493","851659","SSS1","YDR086C"
"YER158C","S000000960","856903",NA,"YER158C"
"YBR092C","S000000296","852389","PHO3","YBR092C"
"YHR211W","S000001254","856618","FLO5","YHR211W"
"YEL074W","S000000800",NA,NA,NA
"YBR061C","S000000265","852353","TRM7","YBR061C"
"YGR158C","S000003390","853062","MTR3","YGR158C"
"YOR122C","S000005648","854289","PFY1","YOR122C"
"YHR066W","S000001108","856463","SSF1","YHR066W"
"YMR212C","S000004825","855252","EFR3","YMR212C"
"YKL025C","S000001508","853843","PAN3","YKL025C"
"YDR020C","S000002427","851583","DAS2","YDR020C"
"YEL073C","S000000799","856636",NA,"YEL073C"
"YDR228C","S000002636","851814","PCF11","YDR228C"
"YEL017W","S000000743","856698","GTT3","YEL017W"
"YBR158W","S000000362","852455","AMN1","YBR158W"
"YBL055C","S000000151","852225",NA,"YBL055C"
"YPR171W","S000006375","856301","BSP1","YPR171W"
"YHR089C","S000001131","856489","GAR1","YHR089C"
"YLR464W","S000004456","851185",NA,"YEL076C-A"
"YLR464W","S000004456","851185",NA,"YLR464W"
"YLR084C","S000004074","850773","RAX2","YLR084C"
"YNL154C","S000005098","855568","YCK2","YNL154C"
"YML023C","S000004485","854985","NSE5","YML023C"
"YLR343W","S000004335","851056","GAS2","YLR343W"
"YBL005W-B","S000002147","852280",NA,NA
"YHR045W","S000001087","856441",NA,"YHR045W"
"YLL034C","S000003957","850625","RIX7","YLL034C"
"YHR204W","S000001247","856611","MNL1","YHR204W"
"YPL137C","S000006058","855967","GIP3","YPL137C"
"YER174C","S000000976","856921","GRX4","YER174C"
"YJR093C","S000003853","853555","FIP1","YJR093C"
"YPL243W","S000006164","855833","SRP68","YPL243W"
"YIR034C","S000001473","854852","LYS1","YIR034C"
"YPR071W","S000006275","856184",NA,"YPR071W"
"YKL060C","S000001543","853805","FBA1","YKL060C"
"YPR126C","S000006330",NA,NA,NA
"YMR312W","S000004929","855360","ELP6","YMR312W"
"YGL033W","S000003001","852850","HOP2","YGL033W"
"YML085C","S000004550","854889","TUB1","YML085C"
"YOR161W-B","S000028714",NA,NA,NA
"YKL036C","S000001519",NA,NA,NA
"YHR070W","S000001112","856467","TRM5","YHR070W"
"YML119W","S000004588","854920",NA,"YML119W"
"YEL039C","S000000765","856672","CYC7","YEL039C"
"YBR184W","S000000388","852482",NA,"YBR184W"
"YKL068W","S000001551","853796","NUP100","YKL068W"
"YOR335W-A","S000028717",NA,NA,NA
"YJL110C","S000003646","853334","GZF3","YJL110C"
"YDL121C","S000002279","851436",NA,"YDL121C"
"YDR378C","S000002786","851984","LSM6","YDR378C"
"YDR542W","S000002950","852155","PAU10","YDR542W"
"YNR030W","S000005313","855764","ALG12","YNR030W"
"YNL292W","S000005236","855424","PUS4","YNL292W"
"YIR008C","S000001447","854825","PRI1","YIR008C"
"YIL137C","S000001399","854669","TMA108","YIL137C"
"YLL010C","S000003933","850650","PSR1","YLL010C"
"YFL040W","S000001854","850503",NA,"YFL040W"
"YLR008C","S000003998","850694","PAM18","YLR008C"
"YDR074W","S000002481","851646","TPS2","YDR074W"
"YPR080W","S000006284","856195","TEF1","YBR118W"
"YPR080W","S000006284","856195","TEF1","YPR080W"
"YDR539W","S000002947","852152","FDC1","YDR539W"
"YOR023C","S000005549","854188","AHC1","YOR023C"
"YMR186W","S000004798","855224","HSC82","YMR186W"
"YBR183W","S000000387","852481","YPC1","YBR183W"
"YMR164C","S000004774","855200","MSS11","YMR164C"
"YEL032W","S000000758","856680","MCM3","YEL032W"
"YLR381W","S000004373","851097","CTF3","YLR381W"
"YKL115C","S000001598",NA,NA,NA
"YKR056W","S000001764","853930","TRM2","YKR056W"
"YOR161C","S000005687","854332","PNS1","YOR161C"
"YKR065C","S000001773","853939","PAM17","YKR065C"
"YDR172W","S000002579","851752","SUP35","YDR172W"
"YMR141W-A","S000028575",NA,NA,NA
"YDR210C-D","S000007410","851794",NA,NA
"YNR010W","S000005293","855744","CSE2","YNR010W"
"YMR075W","S000004680","855097","RCO1","YMR075W"
"YCR040W","S000000636","850407","MATALPHA1","YCL066W"
"YCR040W","S000000636","850407","MATALPHA1","YCR040W"
"YBR299W","S000000503","852602","MAL32","YBR299W"
"YCR020C-A","S000000614","850383","MAK31","YCR020C-A"
"YOL093W","S000005453","854060","TRM10","YOL093W"
"YLR234W","S000004224","850935","TOP3","YLR234W"
"YNL313C","S000005257","855403","EMW1","YNL313C"
"YBR230C","S000000434","852531","OM14","YBR230C"
"YGR118W","S000003350","853015","RPS23A","YGR118W"
"YGR118W","S000003350","853015","RPS23A","YPR132W"
"YPR137C-B","S000007360","856257",NA,NA
"YLR335W","S000004327","851048","NUP2","YLR335W"
"YNL010W","S000004955","855722",NA,"YNL010W"
"YCR093W","S000000689","850455","CDC39","YCR093W"
"YLR437C-A","S000028684",NA,NA,NA
"YDR250C","S000002658",NA,NA,NA
"YGL020C","S000002988","852864","GET1","YGL020C"
"YLR331C","S000004323","851043","JIP3",NA
"YBL068W","S000000164","852211","PRS4","YBL068W"
"YBR058C-A","S000007521","852350","TSC3","YBR058C-A"
"YFR028C","S000001924","850585","CDC14","YFR028C"
"YDR331W","S000002739","851931","GPI8","YDR331W"
"YPR158C-C","S000007361","856285",NA,NA
"YHR071C-A","S000028781",NA,NA,NA
"YOR092W","S000005618","854259","ECM3","YOR092W"
"YHR196W","S000001239","856603","UTP9","YHR196W"
"YHL003C","S000000995","856386","LAG1","YHL003C"
"YDR534C","S000002942","852147","FIT1","YDR534C"
"YDL060W","S000002218","851499","TSR1","YDL060W"
"YML091C","S000004556","854883","RPM2","YML091C"
"YBR134W","S000000338",NA,NA,NA
"YHR049C-A","S000003532",NA,NA,NA
"YBL016W","S000000112","852265","FUS3","YBL016W"
"YEL031W","S000000757","856681","SPF1","YEL031W"
"YDR021W","S000002428","851584","FAL1","YDR021W"
"YGR259C","S000003491",NA,NA,NA
"YLR352W","S000004344","851066",NA,"YLR352W"
"YML016C","S000004478","854992","PPZ1","YML016C"
"YKL077W","S000001560","853785",NA,"YKL077W"
"YDL240W","S000002399","851358","LRG1","YDL240W"
"YGR241C","S000003473","853157","YAP1802","YGR241C"
"YDR521W","S000002929",NA,NA,NA
"YBR246W","S000000450","852548","RRT2","YBR246W"
"YBL051C","S000000147","852229","PIN4","YBL051C"
"YAL007C","S000000005","851226","ERP2","YAL007C"
"YER113C","S000000915","856849","TMN3","YER113C"
"YNL123W","S000005067","855600","NMA111","YNL123W"
"YOR253W","S000005779","854427","NAT5","YOR253W"
"YOR277C","S000005803",NA,NA,NA
"YCL066W","S000000571","850293","HMLALPHA1","YCL066W"
"YCL066W","S000000571","850293","HMLALPHA1","YCR040W"
"YOR161W-A","S000028713",NA,NA,NA
"YOR270C","S000005796","854444","VPH1","YOR270C"
"YMR292W","S000004906","855337","GOT1","YMR292W"
"YOR169C","S000005695",NA,NA,NA
"YHR183W","S000001226","856589","GND1","YHR183W"
"YHR172W","S000001215","856577","SPC97","YHR172W"
"YBR154C","S000000358","852451","RPB5","YBR154C"
"YPL086C","S000006007","856019","ELP3","YPL086C"
"YMR128W","S000004735","855158","ECM16","YMR128W"
"YKR085C","S000001793","853960","MRPL20","YKR085C"
"YDR429C","S000002837","852039","TIF35","YDR429C"
"YJR135W-A","S000007348","853600","TIM8","YJR135W-A"
"YKL113C","S000001596","853747","RAD27","YKL113C"
"YER023W","S000000825","856744","PRO3","YER023W"
"YNL080C","S000005024","855644","EOS1","YNL080C"
"YCL005W","S000000511","850351","LDB16","YCL005W"
"YBR010W","S000000214","852295","HHT1","YBR010W"
"YBR010W","S000000214","852295","HHT1","YNL031C"
"YKL027W","S000001510","853841","TCD2","YKL027W"
"YDR072C","S000002479","851644","IPT1","YDR072C"
"YPR092W","S000006296",NA,NA,NA
"YML048W","S000004511","854957","GSF2","YML048W"
"YGL038C","S000003006","852845","OCH1","YGL038C"
"YBR143C","S000000347","852440","SUP45","YBR143C"
"YDR111C","S000002518","851690","ALT2","YDR111C"
"YDR432W","S000002840","852042","NPL3","YDR432W"
"YDL040C","S000002198","851521","NAT1","YDL040C"
"YLR355C","S000004347","851069","ILV5","YLR355C"
"YER065C","S000000867","856794","ICL1","YER065C"
"YDR114C","S000002521","851693",NA,"YDR114C"
"YDR410C","S000002818","852019","STE14","YDR410C"
"YMR144W","S000004752","855175","FDO1","YMR144W"
"YBL004W","S000000100","852282","UTP20","YBL004W"
"YAR002C-A","S000002129","851264","ERP1","YAR002C-A"
"YAL044C","S000000042","851254","GCV3","YAL044C"
"YOR278W","S000005804","854452","HEM4","YOR278W"
"YOR333C","S000005860",NA,NA,NA
"YDR522C","S000002930","852134","SPS2","YDR522C"
"YFR005C","S000001901","850555","SAD1","YFR005C"
"YCR088W","S000000684","850450","ABP1","YCR088W"
"YPR096C","S000006300","856211",NA,"YPR096C"
"YHR216W","S000001259","856626","IMD2","YHR216W"
"YDL192W","S000002351","851335","ARF1","YDL192W"
"YIL021C-A","S000028656",NA,NA,NA
"YNL016W","S000004961","855716","PUB1","YNL016W"
"YNL044W","S000004989","855683","YIP3","YNL044W"
"YDL081C","S000002239","851478","RPP1A","YDL081C"
"YGR221C","S000003453","853136","TOS2","YGR221C"
"YNL320W","S000005264","855396",NA,"YNL320W"
"YAL038W","S000000036","851193","CDC19","YAL038W"
"YLL002W","S000003925","850658","RTT109","YLL002W"
"YGL246C","S000003215","852646","RAI1","YGL246C"
"YDL085C-A","S000007588","851473",NA,"YDL085C-A"
"YBR178W","S000000382",NA,NA,NA
"YPR065W","S000006269","856178","ROX1","YPR065W"
"YFR013W","S000001909","850567","IOC3","YFR013W"
"YLR435W","S000004427","851154","TSR2","YLR435W"
"YPR128C","S000006332","856246","ANT1","YPR128C"
"YKL205W","S000001688","853630","LOS1","YKL205W"
"YJL215C","S000003751",NA,NA,NA
"YOL005C","S000005365","854157","RPB11","YOL005C"
"YJR064W","S000003825","853527","CCT5","YJR064W"
"YBR142W","S000000346","852439","MAK5","YBR142W"
"YOR029W","S000005555","854194",NA,NA
"YPR137W","S000006341","856255","RRP9","YPR137W"
"YDR497C","S000002905","852108","ITR1","YDR497C"
"YDR500C","S000002908","852111","RPL37B","YDR500C"
"YNL244C","S000005188","855477","SUI1","YNL244C"
"YDL224C","S000002383","851302","WHI4","YDL224C"
"YJL192C","S000003728","853247","SOP4","YJL192C"
"YPL246C","S000006167","855830","RBD2","YPL246C"
"YKR040C","S000001748",NA,NA,NA
"YDR340W","S000002748",NA,NA,NA
"YEL068C","S000000794","856641",NA,"YEL068C"
"YGR229C","S000003461","853144","SMI1","YGR229C"
"YBR156C","S000000360","852453","SLI15","YBR156C"
"YFR009W-A","S000028823",NA,NA,NA
"YLR175W","S000004165","850872","CBF5","YLR175W"
"YEL003W","S000000729","856715","GIM4","YEL003W"
"YNL231C","S000005175","855490","PDR16","YNL231C"
"YDL064W","S000002222","851495","UBC9","YDL064W"
"YOR294W","S000005820","854469","RRS1","YOR294W"
"YGR195W","S000003427","853109","SKI6","YGR195W"
"YJL157C","S000003693","853283","FAR1","YJL157C"
"YLR230W","S000004220",NA,NA,NA
"YNL234W","S000005178","855487",NA,"YNL234W"
"YOR276W","S000005802","854450","CAF20","YOR276W"
"YFL064C","S000001830","850480",NA,"YFL064C"
"YHL006C","S000000998","856383","SHU1","YHL006C"
"YOR120W","S000005646","854287","GCY1","YOR120W"
"YIL066C","S000001328","854744","RNR3","YIL066C"
"YLR291C","S000004282","850998","GCD7","YLR291C"
"YNR018W","S000005301","855752","RCF2","YNR018W"
"YCL073C","S000000575","850289","GEX1","YCL073C"
"YLR413W","S000004405","851131","INA1","YLR413W"
"YNL064C","S000005008","855661","YDJ1","YNL064C"
"YDR257C","S000002665","851844","RKM4","YDR257C"
"YDR013W","S000002420","851576","PSF1","YDR013W"
"YPL047W","S000005968","856060","SGF11","YPL047W"
"YLR401C","S000004393","851117","DUS3","YLR401C"
"YKL030W","S000001513",NA,NA,NA
"YNL167C","S000005111","855554","SKO1","YNL167C"
"YLR380W","S000004372","851096","CSR1","YLR380W"
"YHR022C-A","S000028645","1466527",NA,"YHR022C-A"
"YDR261C","S000002669","851848","EXG2","YDR261C"
"YIL110W","S000001372","854696","HPM1","YIL110W"
"YCR030C","S000000626","850396","SYP1","YCR030C"
"YOR206W","S000005732","854381","NOC2","YOR206W"
"YLR466C-B","S000028686",NA,NA,NA
"YPR190C","S000006394","856320","RPC82","YPR190C"
"YML124C","S000004593","854915","TUB3","YML124C"
"YPL245W","S000006166","855831",NA,"YPL245W"
"YNL182C","S000005126","855539","IPI3","YNL182C"
"YDL111C","S000002269","851447","RRP42","YDL111C"
"YLL014W","S000003937","850646","EMC6","YLL014W"
"YEL053C","S000000779","856657","MAK10","YEL053C"
"YLR455W","S000004447","851177","PDP3","YLR455W"
"YKL109W","S000001592","853751","HAP4","YKL109W"
"YBR126W-B","S000028738",NA,NA,NA
"YGR172C","S000003404","853082","YIP1","YGR172C"
"YMR078C","S000004683","855102","CTF18","YMR078C"
"YLR276C","S000004266","850982","DBP9","YLR276C"
"YHR032C-A","S000028646",NA,NA,NA
"YNL169C","S000005113","855552","PSD1","YNL169C"
"YPR016C","S000006220","856126","TIF6","YPR016C"
"YJR029W","S000003790","853486",NA,NA
"YBR060C","S000000264","852352","ORC2","YBR060C"
"YML103C","S000004571","854868","NUP188","YML103C"
"YJL079C","S000003615","853366","PRY1","YJL079C"
"YLR463C","S000004455",NA,NA,NA
"YBL010C","S000000106","852273",NA,"YBL010C"
"YEL002C","S000000728","856716","WBP1","YEL002C"
"YER068W","S000000870","856799","MOT2","YER068W"
"YCL025C","S000000530","850333","AGP1","YCL025C"
"YBR126W-A","S000028600","13393614","MEO1","YBR126W-A"
"YPL184C","S000006105","855917","MRN1","YPL184C"
"YAL043C","S000000041","851255","PTA1","YAL043C"
"YLR235C","S000004225",NA,NA,NA
"YHR143W-A","S000001185","856547","RPC10","YHR143W-A"
"YGR243W","S000003475","853158","MPC3","YGR243W"
"YIL082W-A","S000003537","854728",NA,NA
"YDL148C","S000002307","851407","NOP14","YDL148C"
"YEL055C","S000000781","856655","POL5","YEL055C"
"YOL136C","S000005496","853984","PFK27","YOL136C"
"YAR064W","S000000089","851294",NA,"YAR064W"
"YBR171W","S000000375","852469","SEC66","YBR171W"
"YOL052C","S000005412","854105","SPE2","YOL052C"
"YDR143C","S000002550","851721","SAN1","YDR143C"
"YPL085W","S000006006","856020","SEC16","YPL085W"
"YLL027W","S000003950","850632","ISA1","YLL027W"
"YMR149W","S000004757","855180","SWP1","YMR149W"
"YBR141W-A","S000028602",NA,NA,NA
"YDR146C","S000002553","851724","SWI5","YDR146C"
"YBR030W","S000000234","852318","RKM3","YBR030W"
"YDR009W","S000002416","851572","GAL3","YDR009W"
"YNR043W","S000005326","855779","MVD1","YNR043W"
"YPR133W-A","S000006433","856252","TOM5","YPR133W-A"
"YJL026C-A","S000028660",NA,NA,NA
"YMR075C-A","S000004679","855098",NA,NA
"YDR489W","S000002897","852100","SLD5","YDR489W"
"YAR002W","S000000063","851263","NUP60","YAR002W"
"YBL100W-A","S000002148","852174",NA,NA
"YGR189C","S000003421","853102","CRH1","YGR189C"
"YGR227W","S000003459","853142","DIE2","YGR227W"
"YPL227C","S000006148","855874","ALG5","YPL227C"
"YHL005C","S000000997","856385",NA,NA
"YIL049W","S000001311","854762","DFG10","YIL049W"
"YLR050C","S000004040","850739",NA,"YLR050C"
"YGL204C","S000003172","852669",NA,"YGL204C"
"YGR099W","S000003331","852991","TEL2","YGR099W"
"YDL103C","S000002261","851455","QRI1","YDL103C"
"YPR137C-A","S000007359","856258",NA,NA
"YDL156W","S000002315","851399","CMR1","YDL156W"
"YAR066W","S000002144","851295",NA,"YAR066W"
"YAR066W","S000002144","851295",NA,"YHR214W"
"YHR148W","S000001191","856553","IMP3","YHR148W"
"YIL034C","S000001296","854777","CAP2","YIL034C"
"YBR034C","S000000238","852322","HMT1","YBR034C"
"YLR108C","S000004098","850798",NA,"YLR108C"
"YLR432W","S000004424","851152","IMD3","YLR432W"
"YMR016C","S000004618","855030","SOK2","YMR016C"
"YNL058C","S000005003","855667",NA,"YNL058C"
"YLR347W-A","S000028681",NA,NA,NA
"YPL263C","S000006184","855865","KEL3","YPL263C"
"YNL135C","S000005079","855587","FPR1","YNL135C"
"YMR130W","S000004737","855160",NA,"YMR130W"
"YHL045W","S000001037",NA,NA,NA
