"","target_orf","target","source_orf","source","interactor","min_peps","min_prob","min_crap_expt","pma_int"
"1297","YLR106C","MDN1","YJL130C","URA2","Predicted",1,90,13,"Not A PMA1 Interactor"
"1301","YLR106C","MDN1","YFL037W","TUB2","Predicted",1,90,13,"Not A PMA1 Interactor"
"1308","YLR153C","ACS2","YFL037W","TUB2","Predicted",1,90,13,"Not A PMA1 Interactor"
"1317","YLR153C","ACS2","YDL055C","PSA1","Predicted",1,90,13,"Not A PMA1 Interactor"
"1337","YLR153C","ACS2","YBR025C","OLA1","Predicted",1,90,13,"Not A PMA1 Interactor"
"1343","YLR153C","ACS2","YLR106C","MDN1","Predicted",1,90,13,"Not A PMA1 Interactor"
"1356","YLR347C","KAP95","YJL130C","URA2","Predicted",1,90,13,"Not A PMA1 Interactor"
"1363","YLR347C","KAP95","YJR109C","CPA2","Predicted",1,90,13,"Not A PMA1 Interactor"
"1369","YLR347C","KAP95","YJR045C","SSC1","Predicted",1,90,13,"Not A PMA1 Interactor"
"1383","YLR347C","KAP95","YJL026W","RNR2","Predicted",1,90,13,"Not A PMA1 Interactor"
"1394","YLR378C","SEC61","YJR045C","SSC1","Predicted",1,90,13,"Not A PMA1 Interactor"
"1400","YLR447C","VMA6","YBR127C","VMA2","Predicted",1,90,13,"Not A PMA1 Interactor"
"1419","YML072C","TCB3","YER145C","FTR1","Predicted",1,90,13,"Not A PMA1 Interactor"
"1420","YML072C","TCB3","YCR012W","PGK1","Predicted",1,90,13,"Not A PMA1 Interactor"
"1426","YML072C","TCB3","YLR044C","PDC1","Predicted",1,90,13,"Not A PMA1 Interactor"
"1436","YML085C","TUB1","YFL037W","TUB2","Literature",1,90,13,"Not A PMA1 Interactor"
"1454","YML120C","NDI1","YJR045C","SSC1","Predicted",1,90,13,"Not A PMA1 Interactor"
"1459","YMR015C","ERG5","YGR175C","ERG1","Predicted",1,90,13,"Not A PMA1 Interactor"
"1466","YMR015C","ERG5","YLR056W","ERG3","Predicted",1,90,13,"Not A PMA1 Interactor"
"1484","YMR015C","ERG5","YGL055W","OLE1","Predicted",1,90,13,"Not A PMA1 Interactor"
"1511","YMR108W","ILV2","YJR045C","SSC1","Predicted",1,90,13,"Not A PMA1 Interactor"
"1516","YMR186W","HSC82","YHR005C","GPA1","Predicted",1,90,13,"Not A PMA1 Interactor"
"1532","YMR186W","HSC82","YDR212W","TCP1","Predicted",1,90,13,"Not A PMA1 Interactor"
"1546","YMR186W","HSC82","YCR012W","PGK1","Predicted",1,90,13,"Not A PMA1 Interactor"
"1548","YMR186W","HSC82","YJR045C","SSC1","Predicted",1,90,13,"Not A PMA1 Interactor"
"1553","YMR186W","HSC82","YBR025C","OLA1","Predicted",1,90,13,"Not A PMA1 Interactor"
"1558","YMR186W","HSC82","YBR069C","TAT1","Predicted",1,90,13,"Not A PMA1 Interactor"
"1560","YMR186W","HSC82","YGL055W","OLE1","Predicted",1,90,13,"Not A PMA1 Interactor"
"1563","YMR186W","HSC82","YJR072C","NPA3","Predicted",1,90,13,"Not A PMA1 Interactor"
"1567","YMR186W","HSC82","YJL026W","RNR2","Predicted",1,90,13,"Not A PMA1 Interactor"
"1568","YMR186W","HSC82","YHR064C","SSZ1","Predicted",1,90,13,"Not A PMA1 Interactor"
"1570","YMR186W","HSC82","YBR079C","RPG1","Predicted",1,90,13,"Not A PMA1 Interactor"
"1572","YMR186W","HSC82","YDR508C","GNP1","Predicted",1,90,13,"Not A PMA1 Interactor"
"1574","YMR186W","HSC82","YBR039W","ATP3","Predicted",1,90,13,"Not A PMA1 Interactor"
"1580","YMR186W","HSC82","YDR457W","TOM1","Predicted",1,90,13,"Not A PMA1 Interactor"
"1603","YMR186W","HSC82","YDL100C","GET3","Predicted",1,90,13,"Not A PMA1 Interactor"
"1604","YMR186W","HSC82","YGR175C","ERG1","Predicted",1,90,13,"Not A PMA1 Interactor"
"1610","YMR186W","HSC82","YJR065C","ARP3","Predicted",1,90,13,"Not A PMA1 Interactor"
"1612","YMR186W","HSC82","YDR190C","RVB1","Predicted",1,90,13,"Not A PMA1 Interactor"
"1618","YMR186W","HSC82","YGR191W","HIP1","Predicted",1,90,13,"PMA1 Interactor"
"1622","YMR186W","HSC82","YHR108W","GGA2","Predicted",1,90,13,"Not A PMA1 Interactor"
"1625","YMR186W","HSC82","YJR121W","ATP2","Predicted",1,90,13,"Not A PMA1 Interactor"
"1633","YMR186W","HSC82","YJR064W","CCT5","Predicted",1,90,13,"Not A PMA1 Interactor"
"1635","YMR186W","HSC82","YML120C","NDI1","Predicted",1,90,13,"Not A PMA1 Interactor"
"1646","YMR186W","HSC82","YKL181W","PRS1","Predicted",1,90,13,"Not A PMA1 Interactor"
"1648","YMR186W","HSC82","YER086W","ILV1","Predicted",1,90,13,"Not A PMA1 Interactor"
"1655","YMR235C","RNA1","YJL130C","URA2","Predicted",1,90,13,"Not A PMA1 Interactor"
"1665","YMR235C","RNA1","YJR109C","CPA2","Predicted",1,90,13,"Not A PMA1 Interactor"
"1668","YMR235C","RNA1","YDR002W","YRB1","Predicted",1,90,13,"Not A PMA1 Interactor"
"1691","YMR241W","YHM2","YJR045C","SSC1","Predicted",1,90,13,"Not A PMA1 Interactor"
"1706","YMR296C","LCB1","YDR062W","LCB2","Predicted",1,90,13,"Not A PMA1 Interactor"
"1709","YMR296C","LCB1","YFL037W","TUB2","Predicted",1,90,13,"Not A PMA1 Interactor"
"1719","YMR296C","LCB1","YDR062W","LCB2","Literature",1,90,13,"Not A PMA1 Interactor"
"1724","YMR296C","LCB1","YDR062W","LCB2","Co-complex",1,90,13,"Not A PMA1 Interactor"
"1750","YNL297C","MON2","YDR141C","DOP1","Co-complex",1,90,13,"Not A PMA1 Interactor"
"1765","YNR013C","PHO91","YJR045C","SSC1","Predicted",1,90,13,"Not A PMA1 Interactor"
"1774","YNR038W","DBP6","YMR186W","HSC82","Predicted",1,90,13,"Not A PMA1 Interactor"
"1777","YNR038W","DBP6","YJR045C","SSC1","Predicted",1,90,13,"Not A PMA1 Interactor"
"1782","YOL061W","PRS5","YMR186W","HSC82","Predicted",1,90,13,"Not A PMA1 Interactor"
"1788","YOL061W","PRS5","YJR045C","SSC1","Predicted",1,90,13,"Not A PMA1 Interactor"
"1804","YOL061W","PRS5","YKL181W","PRS1","Predicted",1,90,13,"Not A PMA1 Interactor"
"1816","YOR136W","IDH2","YJR109C","CPA2","Predicted",1,90,13,"Not A PMA1 Interactor"
"1828","YOR136W","IDH2","YMR186W","HSC82","Predicted",1,90,13,"Not A PMA1 Interactor"
"1834","YOR136W","IDH2","YGL195W","GCN1","Predicted",1,90,13,"Not A PMA1 Interactor"
"1853","YOR136W","IDH2","YFL037W","TUB2","Predicted",1,90,13,"Not A PMA1 Interactor"
"1861","YOR136W","IDH2","YGL195W","GCN1","Co-complex",1,90,13,"Not A PMA1 Interactor"
"1871","YOR136W","IDH2","YDR190C","RVB1","Predicted",1,90,13,"Not A PMA1 Interactor"
"1878","YOR136W","IDH2","YJR045C","SSC1","Predicted",1,90,13,"Not A PMA1 Interactor"
"1881","YOR136W","IDH2","YJL130C","URA2","Predicted",1,90,13,"Not A PMA1 Interactor"
"1885","YOR151C","RPB2","YJR072C","NPA3","Predicted",1,90,13,"Not A PMA1 Interactor"
"1889","YOR151C","RPB2","YJR045C","SSC1","Predicted",1,90,13,"Not A PMA1 Interactor"
"1918","YOR151C","RPB2","YLR106C","MDN1","Predicted",1,90,13,"Not A PMA1 Interactor"
"1926","YOR151C","RPB2","YLR106C","MDN1","Co-complex",1,90,13,"Not A PMA1 Interactor"
"1934","YOR260W","GCD1","YLR044C","PDC1","Predicted",1,90,13,"Not A PMA1 Interactor"
"1955","YPL106C","SSE1","YJR045C","SSC1","Predicted",1,90,13,"Not A PMA1 Interactor"
"1957","YPL106C","SSE1","YHR064C","SSZ1","Predicted",1,90,13,"Not A PMA1 Interactor"
"1959","YPL106C","SSE1","YJR072C","NPA3","Predicted",1,90,13,"Not A PMA1 Interactor"
"1976","YPL106C","SSE1","YDL103C","QRI1","Predicted",1,90,13,"Not A PMA1 Interactor"
"1980","YPL106C","SSE1","YLR347C","KAP95","Predicted",1,90,13,"Not A PMA1 Interactor"
"1983","YPL106C","SSE1","YDL055C","PSA1","Predicted",1,90,13,"Not A PMA1 Interactor"
"1992","YPL106C","SSE1","YLR153C","ACS2","Predicted",1,90,13,"Not A PMA1 Interactor"
"1994","YPL106C","SSE1","YGL206C","CHC1","Predicted",1,90,13,"Not A PMA1 Interactor"
"2015","YPL106C","SSE1","YMR186W","HSC82","Predicted",1,90,13,"Not A PMA1 Interactor"
"2027","YPL110C","GDE1","YHR064C","SSZ1","Predicted",1,90,13,"Not A PMA1 Interactor"
"2030","YPL110C","GDE1","YDR099W","BMH2","Predicted",1,90,13,"Not A PMA1 Interactor"
"2043","YPL110C","GDE1","YJR045C","SSC1","Predicted",1,90,13,"Not A PMA1 Interactor"
"2051","YPL226W","NEW1","YIL142W","CCT2","Predicted",1,90,13,"Not A PMA1 Interactor"
"2055","YPL226W","NEW1","YOR136W","IDH2","Predicted",1,90,13,"Not A PMA1 Interactor"
"2056","YPL226W","NEW1","YJR045C","SSC1","Predicted",1,90,13,"Not A PMA1 Interactor"
"2064","YPL226W","NEW1","YHR064C","SSZ1","Predicted",1,90,13,"Not A PMA1 Interactor"
"2072","YPL226W","NEW1","YDL055C","PSA1","Predicted",1,90,13,"Not A PMA1 Interactor"
"2079","YPL226W","NEW1","YMR186W","HSC82","Predicted",1,90,13,"Not A PMA1 Interactor"
"2090","YPL226W","NEW1","YPL106C","SSE1","Predicted",1,90,13,"Not A PMA1 Interactor"
"2095","YPL237W","SUI3","YDR508C","GNP1","Predicted",1,90,13,"Not A PMA1 Interactor"
"2098","YPL237W","SUI3","YGR191W","HIP1","Predicted",1,90,13,"PMA1 Interactor"
"2099","YPL237W","SUI3","YBR069C","TAT1","Predicted",1,90,13,"Not A PMA1 Interactor"
"2124","YPL237W","SUI3","YBR079C","RPG1","Predicted",1,90,13,"Not A PMA1 Interactor"
"2134","YPL237W","SUI3","YOR260W","GCD1","Predicted",1,90,13,"Not A PMA1 Interactor"
"2135","YPL237W","SUI3","YBR079C","RPG1","Co-complex",1,90,13,"Not A PMA1 Interactor"
"2139","YPL237W","SUI3","YOR260W","GCD1","Co-complex",1,90,13,"Not A PMA1 Interactor"
"2143","YPL237W","SUI3","YOR260W","GCD1","Literature",1,90,13,"Not A PMA1 Interactor"
"2162","YPL249C","GYP5","YJR045C","SSC1","Predicted",1,90,13,"Not A PMA1 Interactor"
"2165","YPL249C","GYP5","YMR186W","HSC82","Predicted",1,90,13,"Not A PMA1 Interactor"
"2172","YPL249C","GYP5","YBR079C","RPG1","Predicted",1,90,13,"Not A PMA1 Interactor"
"2176","YPL249C","GYP5","YPL106C","SSE1","Predicted",1,90,13,"Not A PMA1 Interactor"
"2201","YPR156C","TPO3","YML072C","TCB3","Predicted",1,90,13,"Not A PMA1 Interactor"
"2204","YPR156C","TPO3","YER145C","FTR1","Predicted",1,90,13,"Not A PMA1 Interactor"
"2221","YPR156C","TPO3","YJR045C","SSC1","Predicted",1,90,13,"Not A PMA1 Interactor"
"2228","YPR156C","TPO3","YDR141C","DOP1","Predicted",1,90,13,"Not A PMA1 Interactor"
"2244","YPR156C","TPO3","YMR186W","HSC82","Predicted",1,90,13,"Not A PMA1 Interactor"
"2250","YPR156C","TPO3","YPL106C","SSE1","Predicted",1,90,13,"Not A PMA1 Interactor"
"2257","YPR156C","TPO3","YHR174W","ENO2","Predicted",1,90,13,"Not A PMA1 Interactor"
"2266","YPR181C","SEC23","YJR045C","SSC1","Predicted",1,90,13,"Not A PMA1 Interactor"
"2269","YPR181C","SEC23","YMR186W","HSC82","Predicted",1,90,13,"Not A PMA1 Interactor"
"13","YBR080C","SEC18","YBL050W","SEC17","Literature",1,90,15,"Not A PMA1 Interactor"
"22","YBR127C","VMA2","YBR069C","TAT1","Predicted",1,90,15,"Not A PMA1 Interactor"
"25","YDL055C","PSA1","YBR031W","RPL4A","Predicted",1,90,15,"Not A PMA1 Interactor"
"28","YDL100C","GET3","YBR069C","TAT1","Predicted",1,90,15,"Not A PMA1 Interactor"
"62","YDL185W","VMA1","YBR127C","VMA2","Co-complex",1,90,15,"Not A PMA1 Interactor"
"69","YDL185W","VMA1","YBR025C","OLA1","Co-complex",1,90,15,"Not A PMA1 Interactor"
"92","YDL185W","VMA1","YBR127C","VMA2","Literature",1,90,15,"Not A PMA1 Interactor"
"97","YDR099W","BMH2","YDR062W","LCB2","Predicted",1,90,15,"Not A PMA1 Interactor"
"105","YDR099W","BMH2","YBR031W","RPL4A","Predicted",1,90,15,"Not A PMA1 Interactor"
"123","YDR190C","RVB1","YBR287W","YBR287W","Predicted",1,90,15,"Not A PMA1 Interactor"
"136","YDR190C","RVB1","YCR093W","CDC39","Predicted",1,90,15,"Not A PMA1 Interactor"
"138","YDR190C","RVB1","YDL055C","PSA1","Predicted",1,90,15,"Not A PMA1 Interactor"
"146","YDR335W","MSN5","YDL055C","PSA1","Predicted",1,90,15,"Not A PMA1 Interactor"
"163","YDR508C","GNP1","YBR127C","VMA2","Predicted",1,90,15,"Not A PMA1 Interactor"
"166","YDR508C","GNP1","YBR069C","TAT1","Predicted",1,90,15,"Not A PMA1 Interactor"
"178","YDR508C","GNP1","YDL100C","GET3","Predicted",1,90,15,"Not A PMA1 Interactor"
"193","YEL031W","SPF1","YCR012W","PGK1","Predicted",1,90,15,"Not A PMA1 Interactor"
"209","YER086W","ILV1","YDR190C","RVB1","Predicted",1,90,15,"Not A PMA1 Interactor"
"217","YER086W","ILV1","YDL055C","PSA1","Predicted",1,90,15,"Not A PMA1 Interactor"
"223","YER145C","FTR1","YEL013W","VAC8","Predicted",1,90,15,"Not A PMA1 Interactor"
"271","YFL037W","TUB2","YDR062W","LCB2","Predicted",1,90,15,"Not A PMA1 Interactor"
"272","YFL037W","TUB2","YBR079C","RPG1","Predicted",1,90,15,"Not A PMA1 Interactor"
"275","YFL037W","TUB2","YDL055C","PSA1","Predicted",1,90,15,"Not A PMA1 Interactor"
"276","YFL037W","TUB2","YDR335W","MSN5","Predicted",1,90,15,"Not A PMA1 Interactor"
"278","YFL037W","TUB2","YDR190C","RVB1","Predicted",1,90,15,"Not A PMA1 Interactor"
"282","YFL037W","TUB2","YER086W","ILV1","Predicted",1,90,15,"Not A PMA1 Interactor"
"304","YGL195W","GCN1","YDL055C","PSA1","Predicted",1,90,15,"Not A PMA1 Interactor"
"309","YGL195W","GCN1","YDR190C","RVB1","Predicted",1,90,15,"Not A PMA1 Interactor"
"310","YGL195W","GCN1","YFL037W","TUB2","Predicted",1,90,15,"Not A PMA1 Interactor"
"325","YGL195W","GCN1","YBR025C","OLA1","Predicted",1,90,15,"Not A PMA1 Interactor"
"338","YGL195W","GCN1","YBR025C","OLA1","Co-complex",1,90,15,"Not A PMA1 Interactor"
"340","YGR191W","HIP1","YBR069C","TAT1","Predicted",1,90,15,"Not A PMA1 Interactor"
"342","YGR191W","HIP1","YBR127C","VMA2","Predicted",1,90,15,"Not A PMA1 Interactor"
"368","YGR191W","HIP1","YDR508C","GNP1","Predicted",1,90,15,"Not A PMA1 Interactor"
"382","YHR005C","GPA1","YDL100C","GET3","Predicted",1,90,15,"Not A PMA1 Interactor"
"393","YHR020W","YHR020W","YGR175C","ERG1","Co-complex",1,90,15,"Not A PMA1 Interactor"
"415","YHR020W","YHR020W","YEL022W","GEA2","Co-complex",1,90,15,"Not A PMA1 Interactor"
"418","YHR064C","SSZ1","YDR508C","GNP1","Predicted",1,90,15,"Not A PMA1 Interactor"
"429","YHR064C","SSZ1","YGR191W","HIP1","Predicted",1,90,15,"PMA1 Interactor"
"435","YHR064C","SSZ1","YBR069C","TAT1","Predicted",1,90,15,"Not A PMA1 Interactor"
"448","YHR064C","SSZ1","YDR457W","TOM1","Predicted",1,90,15,"Not A PMA1 Interactor"
"449","YHR108W","GGA2","YBR031W","RPL4A","Predicted",1,90,15,"Not A PMA1 Interactor"
"455","YHR108W","GGA2","YGL206C","CHC1","Predicted",1,90,15,"Not A PMA1 Interactor"
"475","YHR108W","GGA2","YGL195W","GCN1","Predicted",1,90,15,"Not A PMA1 Interactor"
"480","YHR108W","GGA2","YGL206C","CHC1","Literature",1,90,15,"Not A PMA1 Interactor"
"485","YHR174W","ENO2","YCR012W","PGK1","Predicted",1,90,15,"Not A PMA1 Interactor"
"488","YHR174W","ENO2","YCR012W","PGK1","Co-complex",1,90,15,"Not A PMA1 Interactor"
"493","YHR174W","ENO2","YEL031W","SPF1","Predicted",1,90,15,"Not A PMA1 Interactor"
"506","YIL142W","CCT2","YDR188W","CCT6","Co-complex",1,90,15,"Not A PMA1 Interactor"
"513","YIL142W","CCT2","YDR212W","TCP1","Predicted",1,90,15,"Not A PMA1 Interactor"
"556","YJL012C","VTC4","YDR508C","GNP1","Predicted",1,90,15,"Not A PMA1 Interactor"
"560","YJL012C","VTC4","YGR191W","HIP1","Predicted",1,90,15,"PMA1 Interactor"
"561","YJL012C","VTC4","YBR069C","TAT1","Predicted",1,90,15,"Not A PMA1 Interactor"
"569","YJL130C","URA2","YDR190C","RVB1","Predicted",1,90,15,"Not A PMA1 Interactor"
"574","YJL138C","TIF2","YBR031W","RPL4A","Predicted",1,90,15,"Not A PMA1 Interactor"
"575","YJL138C","TIF2","YDR129C","SAC6","Predicted",1,90,15,"Not A PMA1 Interactor"
"576","YJL138C","TIF2","YJL130C","URA2","Predicted",1,90,15,"Not A PMA1 Interactor"
"577","YJL138C","TIF2","YCR093W","CDC39","Predicted",1,90,15,"Not A PMA1 Interactor"
"580","YJL138C","TIF2","YDR099W","BMH2","Predicted",1,90,15,"Not A PMA1 Interactor"
"582","YJL138C","TIF2","YHR064C","SSZ1","Predicted",1,90,15,"Not A PMA1 Interactor"
"586","YJL138C","TIF2","YBR025C","OLA1","Predicted",1,90,15,"Not A PMA1 Interactor"
"605","YJR045C","SSC1","YBR287W","YBR287W","Predicted",1,90,15,"Not A PMA1 Interactor"
"612","YJR045C","SSC1","YBR025C","OLA1","Predicted",1,90,15,"Not A PMA1 Interactor"
"616","YJR045C","SSC1","YBR079C","RPG1","Predicted",1,90,15,"Not A PMA1 Interactor"
"637","YJR045C","SSC1","YDL112W","TRM3","Predicted",1,90,15,"Not A PMA1 Interactor"
"659","YJR045C","SSC1","YHR174W","ENO2","Predicted",1,90,15,"Not A PMA1 Interactor"
"665","YJR045C","SSC1","YHR064C","SSZ1","Predicted",1,90,15,"Not A PMA1 Interactor"
"672","YJR045C","SSC1","YDL103C","QRI1","Predicted",1,90,15,"Not A PMA1 Interactor"
"682","YJR045C","SSC1","YBR069C","TAT1","Predicted",1,90,15,"Not A PMA1 Interactor"
"685","YJR045C","SSC1","YDR099W","BMH2","Predicted",1,90,15,"Not A PMA1 Interactor"
"696","YJR045C","SSC1","YDL055C","PSA1","Predicted",1,90,15,"Not A PMA1 Interactor"
"699","YJR045C","SSC1","YDR508C","GNP1","Predicted",1,90,15,"Not A PMA1 Interactor"
"706","YJR045C","SSC1","YGL055W","OLE1","Predicted",1,90,15,"Not A PMA1 Interactor"
"721","YJR045C","SSC1","YER145C","FTR1","Predicted",1,90,15,"Not A PMA1 Interactor"
"749","YJR045C","SSC1","YJL138C","TIF2","Predicted",1,90,15,"Not A PMA1 Interactor"
"785","YJR045C","SSC1","YGL195W","GCN1","Predicted",1,90,15,"Not A PMA1 Interactor"
"793","YJR045C","SSC1","YDR335W","MSN5","Predicted",1,90,15,"Not A PMA1 Interactor"
"794","YJR045C","SSC1","YFL037W","TUB2","Predicted",1,90,15,"Not A PMA1 Interactor"
"802","YJR045C","SSC1","YHR108W","GGA2","Predicted",1,90,15,"Not A PMA1 Interactor"
"816","YJR045C","SSC1","YGL206C","CHC1","Predicted",1,90,15,"Not A PMA1 Interactor"
"827","YJR045C","SSC1","YDR141C","DOP1","Predicted",1,90,15,"Not A PMA1 Interactor"
"832","YJR045C","SSC1","YGR191W","HIP1","Predicted",1,90,15,"PMA1 Interactor"
"853","YJR064W","CCT5","YDR212W","TCP1","Predicted",1,90,15,"Not A PMA1 Interactor"
"863","YJR064W","CCT5","YJR045C","SSC1","Predicted",1,90,15,"Not A PMA1 Interactor"
"865","YJR064W","CCT5","YIL142W","CCT2","Predicted",1,90,15,"Not A PMA1 Interactor"
"874","YJR065C","ARP3","YJR045C","SSC1","Predicted",1,90,15,"Not A PMA1 Interactor"
"887","YJR072C","NPA3","YJR045C","SSC1","Predicted",1,90,15,"Not A PMA1 Interactor"
"907","YJR109C","CPA2","YDL055C","PSA1","Predicted",1,90,15,"Not A PMA1 Interactor"
"920","YJR109C","CPA2","YER086W","ILV1","Predicted",1,90,15,"Not A PMA1 Interactor"
"925","YJR109C","CPA2","YJL130C","URA2","Predicted",1,90,15,"Not A PMA1 Interactor"
"941","YJR109C","CPA2","YDR190C","RVB1","Predicted",1,90,15,"Not A PMA1 Interactor"
"943","YJR109C","CPA2","YJL138C","TIF2","Predicted",1,90,15,"Not A PMA1 Interactor"
"950","YJR121W","ATP2","YBR039W","ATP3","Predicted",1,90,15,"Not A PMA1 Interactor"
"975","YJR121W","ATP2","YBR025C","OLA1","Predicted",1,90,15,"Not A PMA1 Interactor"
"981","YJR121W","ATP2","YBR025C","OLA1","Co-complex",1,90,15,"Not A PMA1 Interactor"
"995","YJR121W","ATP2","YDL185W","VMA1","Co-complex",1,90,15,"Not A PMA1 Interactor"
"1006","YJR121W","ATP2","YFL037W","TUB2","Predicted",1,90,15,"Not A PMA1 Interactor"
"1015","YKL010C","UFD4","YJL130C","URA2","Predicted",1,90,15,"Not A PMA1 Interactor"
"1043","YKL010C","UFD4","YJL138C","TIF2","Predicted",1,90,15,"Not A PMA1 Interactor"
"1049","YKL010C","UFD4","YJR109C","CPA2","Predicted",1,90,15,"Not A PMA1 Interactor"
"1050","YKL010C","UFD4","YFL037W","TUB2","Predicted",1,90,15,"Not A PMA1 Interactor"
"1059","YKL181W","PRS1","YBR031W","RPL4A","Predicted",1,90,15,"Not A PMA1 Interactor"
"1076","YKL181W","PRS1","YDL055C","PSA1","Predicted",1,90,15,"Not A PMA1 Interactor"
"1078","YKL181W","PRS1","YJR045C","SSC1","Predicted",1,90,15,"Not A PMA1 Interactor"
"1106","YKL182W","FAS1","YDR099W","BMH2","Predicted",1,90,15,"Not A PMA1 Interactor"
"1108","YKL182W","FAS1","YFL037W","TUB2","Predicted",1,90,15,"Not A PMA1 Interactor"
"1116","YKL182W","FAS1","YDL112W","TRM3","Predicted",1,90,15,"Not A PMA1 Interactor"
"1117","YKL182W","FAS1","YJR109C","CPA2","Predicted",1,90,15,"Not A PMA1 Interactor"
"1126","YKL182W","FAS1","YDL112W","TRM3","Co-complex",1,90,15,"Not A PMA1 Interactor"
"1132","YKR059W","TIF1","YCR093W","CDC39","Predicted",1,90,15,"Not A PMA1 Interactor"
"1135","YKR059W","TIF1","YBR031W","RPL4A","Predicted",1,90,15,"Not A PMA1 Interactor"
"1137","YKR059W","TIF1","YJL138C","TIF2","Co-complex",1,90,15,"Not A PMA1 Interactor"
"1139","YKR059W","TIF1","YBR025C","OLA1","Predicted",1,90,15,"Not A PMA1 Interactor"
"1141","YKR059W","TIF1","YDR099W","BMH2","Predicted",1,90,15,"Not A PMA1 Interactor"
"1144","YKR059W","TIF1","YKL010C","UFD4","Predicted",1,90,15,"Not A PMA1 Interactor"
"1146","YKR059W","TIF1","YJR109C","CPA2","Predicted",1,90,15,"Not A PMA1 Interactor"
"1149","YKR059W","TIF1","YJR045C","SSC1","Predicted",1,90,15,"Not A PMA1 Interactor"
"1151","YKR059W","TIF1","YDR129C","SAC6","Predicted",1,90,15,"Not A PMA1 Interactor"
"1153","YKR059W","TIF1","YJL130C","URA2","Predicted",1,90,15,"Not A PMA1 Interactor"
"1155","YKR059W","TIF1","YJL138C","TIF2","Predicted",1,90,15,"Not A PMA1 Interactor"
"1157","YKR059W","TIF1","YHR064C","SSZ1","Predicted",1,90,15,"Not A PMA1 Interactor"
"1186","YKR082W","NUP133","YJR072C","NPA3","Predicted",1,90,15,"Not A PMA1 Interactor"
"1196","YKR082W","NUP133","YDR335W","MSN5","Predicted",1,90,15,"Not A PMA1 Interactor"
"1207","YLR044C","PDC1","YHR174W","ENO2","Co-complex",1,90,15,"Not A PMA1 Interactor"
"1208","YLR044C","PDC1","YBR069C","TAT1","Predicted",1,90,15,"Not A PMA1 Interactor"
"1209","YLR044C","PDC1","YKL182W","FAS1","Predicted",1,90,15,"Not A PMA1 Interactor"
"1211","YLR044C","PDC1","YKL182W","FAS1","Co-complex",1,90,15,"Not A PMA1 Interactor"
"1217","YLR044C","PDC1","YIL142W","CCT2","Predicted",1,90,15,"Not A PMA1 Interactor"
"1219","YLR044C","PDC1","YHR174W","ENO2","Predicted",1,90,15,"Not A PMA1 Interactor"
"1225","YLR044C","PDC1","YDR508C","GNP1","Predicted",1,90,15,"Not A PMA1 Interactor"
"1230","YLR044C","PDC1","YCR012W","PGK1","Predicted",1,90,15,"Not A PMA1 Interactor"
"1240","YLR044C","PDC1","YCR012W","PGK1","Co-complex",1,90,15,"Not A PMA1 Interactor"
"1253","YLR056W","ERG3","YGR175C","ERG1","Predicted",1,90,15,"Not A PMA1 Interactor"
"1261","YLR056W","ERG3","YHR190W","ERG9","Predicted",1,90,15,"Not A PMA1 Interactor"
"1283","YLR106C","MDN1","YDL055C","PSA1","Predicted",1,90,15,"Not A PMA1 Interactor"
"1284","YLR106C","MDN1","YJR109C","CPA2","Predicted",1,90,15,"Not A PMA1 Interactor"
"1290","YLR106C","MDN1","YJL130C","URA2","Predicted",1,90,15,"Not A PMA1 Interactor"
"1294","YLR106C","MDN1","YFL037W","TUB2","Predicted",1,90,15,"Not A PMA1 Interactor"
"1313","YLR153C","ACS2","YFL037W","TUB2","Predicted",1,90,15,"Not A PMA1 Interactor"
"1315","YLR153C","ACS2","YDL055C","PSA1","Predicted",1,90,15,"Not A PMA1 Interactor"
"1318","YLR153C","ACS2","YLR106C","MDN1","Predicted",1,90,15,"Not A PMA1 Interactor"
"1323","YLR153C","ACS2","YBR025C","OLA1","Predicted",1,90,15,"Not A PMA1 Interactor"
"1359","YLR347C","KAP95","YJL130C","URA2","Predicted",1,90,15,"Not A PMA1 Interactor"
"1360","YLR347C","KAP95","YBR031W","RPL4A","Predicted",1,90,15,"Not A PMA1 Interactor"
"1366","YLR347C","KAP95","YJL026W","RNR2","Predicted",1,90,15,"Not A PMA1 Interactor"
"1367","YLR347C","KAP95","YJR045C","SSC1","Predicted",1,90,15,"Not A PMA1 Interactor"
"1388","YLR347C","KAP95","YJR109C","CPA2","Predicted",1,90,15,"Not A PMA1 Interactor"
"1391","YLR378C","SEC61","YJR045C","SSC1","Predicted",1,90,15,"Not A PMA1 Interactor"
"1408","YLR447C","VMA6","YBR127C","VMA2","Predicted",1,90,15,"Not A PMA1 Interactor"
"1414","YML072C","TCB3","YER145C","FTR1","Predicted",1,90,15,"Not A PMA1 Interactor"
"1424","YML072C","TCB3","YBR031W","RPL4A","Predicted",1,90,15,"Not A PMA1 Interactor"
"1428","YML072C","TCB3","YLR044C","PDC1","Predicted",1,90,15,"Not A PMA1 Interactor"
"1429","YML072C","TCB3","YCR012W","PGK1","Predicted",1,90,15,"Not A PMA1 Interactor"
"1438","YML085C","TUB1","YFL037W","TUB2","Literature",1,90,15,"Not A PMA1 Interactor"
"1458","YML120C","NDI1","YJR045C","SSC1","Predicted",1,90,15,"Not A PMA1 Interactor"
"1465","YMR015C","ERG5","YGR175C","ERG1","Predicted",1,90,15,"Not A PMA1 Interactor"
