"","target_orf","target","source_orf","source","interactor","min_peps","min_prob","min_crap_expt","pma_int"
"1467","YMR015C","ERG5","YLR056W","ERG3","Predicted",1,90,15,"Not A PMA1 Interactor"
"1470","YMR015C","ERG5","YGL055W","OLE1","Predicted",1,90,15,"Not A PMA1 Interactor"
"1512","YMR108W","ILV2","YJR045C","SSC1","Predicted",1,90,15,"Not A PMA1 Interactor"
"1513","YMR186W","HSC82","YCR012W","PGK1","Predicted",1,90,15,"Not A PMA1 Interactor"
"1517","YMR186W","HSC82","YJL026W","RNR2","Predicted",1,90,15,"Not A PMA1 Interactor"
"1530","YMR186W","HSC82","YJR072C","NPA3","Predicted",1,90,15,"Not A PMA1 Interactor"
"1533","YMR186W","HSC82","YER086W","ILV1","Predicted",1,90,15,"Not A PMA1 Interactor"
"1534","YMR186W","HSC82","YDL100C","GET3","Predicted",1,90,15,"Not A PMA1 Interactor"
"1538","YMR186W","HSC82","YJL138C","TIF2","Co-complex",1,90,15,"Not A PMA1 Interactor"
"1543","YMR186W","HSC82","YKR059W","TIF1","Predicted",1,90,15,"Not A PMA1 Interactor"
"1544","YMR186W","HSC82","YBR079C","RPG1","Predicted",1,90,15,"Not A PMA1 Interactor"
"1547","YMR186W","HSC82","YDR212W","TCP1","Predicted",1,90,15,"Not A PMA1 Interactor"
"1555","YMR186W","HSC82","YBR025C","OLA1","Predicted",1,90,15,"Not A PMA1 Interactor"
"1556","YMR186W","HSC82","YGL055W","OLE1","Predicted",1,90,15,"Not A PMA1 Interactor"
"1557","YMR186W","HSC82","YKL181W","PRS1","Predicted",1,90,15,"Not A PMA1 Interactor"
"1584","YMR186W","HSC82","YDR457W","TOM1","Predicted",1,90,15,"Not A PMA1 Interactor"
"1587","YMR186W","HSC82","YBR069C","TAT1","Predicted",1,90,15,"Not A PMA1 Interactor"
"1591","YMR186W","HSC82","YHR108W","GGA2","Predicted",1,90,15,"Not A PMA1 Interactor"
"1593","YMR186W","HSC82","YGR191W","HIP1","Predicted",1,90,15,"PMA1 Interactor"
"1595","YMR186W","HSC82","YDR190C","RVB1","Predicted",1,90,15,"Not A PMA1 Interactor"
"1597","YMR186W","HSC82","YHR064C","SSZ1","Predicted",1,90,15,"Not A PMA1 Interactor"
"1599","YMR186W","HSC82","YML120C","NDI1","Predicted",1,90,15,"Not A PMA1 Interactor"
"1600","YMR186W","HSC82","YHR005C","GPA1","Predicted",1,90,15,"Not A PMA1 Interactor"
"1602","YMR186W","HSC82","YJR121W","ATP2","Predicted",1,90,15,"Not A PMA1 Interactor"
"1611","YMR186W","HSC82","YBR039W","ATP3","Predicted",1,90,15,"Not A PMA1 Interactor"
"1615","YMR186W","HSC82","YJR065C","ARP3","Predicted",1,90,15,"Not A PMA1 Interactor"
"1632","YMR186W","HSC82","YJL138C","TIF2","Predicted",1,90,15,"Not A PMA1 Interactor"
"1636","YMR186W","HSC82","YJR064W","CCT5","Predicted",1,90,15,"Not A PMA1 Interactor"
"1637","YMR186W","HSC82","YDR508C","GNP1","Predicted",1,90,15,"Not A PMA1 Interactor"
"1640","YMR186W","HSC82","YJR045C","SSC1","Predicted",1,90,15,"Not A PMA1 Interactor"
"1643","YMR186W","HSC82","YGR175C","ERG1","Predicted",1,90,15,"Not A PMA1 Interactor"
"1662","YMR235C","RNA1","YJL130C","URA2","Predicted",1,90,15,"Not A PMA1 Interactor"
"1669","YMR235C","RNA1","YDR002W","YRB1","Predicted",1,90,15,"Not A PMA1 Interactor"
"1678","YMR235C","RNA1","YJR109C","CPA2","Predicted",1,90,15,"Not A PMA1 Interactor"
"1692","YMR241W","YHM2","YJR045C","SSC1","Predicted",1,90,15,"Not A PMA1 Interactor"
"1695","YMR296C","LCB1","YDR062W","LCB2","Predicted",1,90,15,"Not A PMA1 Interactor"
"1698","YMR296C","LCB1","YDR062W","LCB2","Literature",1,90,15,"Not A PMA1 Interactor"
"1700","YMR296C","LCB1","YDR062W","LCB2","Co-complex",1,90,15,"Not A PMA1 Interactor"
"1734","YMR296C","LCB1","YFL037W","TUB2","Predicted",1,90,15,"Not A PMA1 Interactor"
"1754","YNL297C","MON2","YDR141C","DOP1","Co-complex",1,90,15,"Not A PMA1 Interactor"
"1772","YNR013C","PHO91","YJR045C","SSC1","Predicted",1,90,15,"Not A PMA1 Interactor"
"1773","YNR038W","DBP6","YJR045C","SSC1","Predicted",1,90,15,"Not A PMA1 Interactor"
"1780","YNR038W","DBP6","YMR186W","HSC82","Predicted",1,90,15,"Not A PMA1 Interactor"
"1785","YOL061W","PRS5","YKL181W","PRS1","Predicted",1,90,15,"Not A PMA1 Interactor"
"1796","YOL061W","PRS5","YMR186W","HSC82","Predicted",1,90,15,"Not A PMA1 Interactor"
"1798","YOL061W","PRS5","YBR031W","RPL4A","Predicted",1,90,15,"Not A PMA1 Interactor"
"1801","YOL061W","PRS5","YJR045C","SSC1","Predicted",1,90,15,"Not A PMA1 Interactor"
"1815","YOR136W","IDH2","YMR186W","HSC82","Predicted",1,90,15,"Not A PMA1 Interactor"
"1839","YOR136W","IDH2","YJL130C","URA2","Predicted",1,90,15,"Not A PMA1 Interactor"
"1842","YOR136W","IDH2","YGL195W","GCN1","Predicted",1,90,15,"Not A PMA1 Interactor"
"1857","YOR136W","IDH2","YGL195W","GCN1","Co-complex",1,90,15,"Not A PMA1 Interactor"
"1869","YOR136W","IDH2","YJR045C","SSC1","Predicted",1,90,15,"Not A PMA1 Interactor"
"1874","YOR136W","IDH2","YDR190C","RVB1","Predicted",1,90,15,"Not A PMA1 Interactor"
"1876","YOR136W","IDH2","YFL037W","TUB2","Predicted",1,90,15,"Not A PMA1 Interactor"
"1880","YOR136W","IDH2","YJR109C","CPA2","Predicted",1,90,15,"Not A PMA1 Interactor"
"1886","YOR151C","RPB2","YJR045C","SSC1","Predicted",1,90,15,"Not A PMA1 Interactor"
"1890","YOR151C","RPB2","YJR072C","NPA3","Predicted",1,90,15,"Not A PMA1 Interactor"
"1899","YOR151C","RPB2","YLR106C","MDN1","Predicted",1,90,15,"Not A PMA1 Interactor"
"1908","YOR151C","RPB2","YLR106C","MDN1","Co-complex",1,90,15,"Not A PMA1 Interactor"
"1931","YOR260W","GCD1","YLR044C","PDC1","Predicted",1,90,15,"Not A PMA1 Interactor"
"1935","YPL106C","SSE1","YDL103C","QRI1","Predicted",1,90,15,"Not A PMA1 Interactor"
"1936","YPL106C","SSE1","YMR186W","HSC82","Predicted",1,90,15,"Not A PMA1 Interactor"
"1942","YPL106C","SSE1","YJL138C","TIF2","Predicted",1,90,15,"Not A PMA1 Interactor"
"1950","YPL106C","SSE1","YKR059W","TIF1","Predicted",1,90,15,"Not A PMA1 Interactor"
"1966","YPL106C","SSE1","YJR072C","NPA3","Predicted",1,90,15,"Not A PMA1 Interactor"
"1967","YPL106C","SSE1","YDL055C","PSA1","Predicted",1,90,15,"Not A PMA1 Interactor"
"1984","YPL106C","SSE1","YGL206C","CHC1","Predicted",1,90,15,"Not A PMA1 Interactor"
"1989","YPL106C","SSE1","YLR347C","KAP95","Predicted",1,90,15,"Not A PMA1 Interactor"
"1997","YPL106C","SSE1","YJR045C","SSC1","Predicted",1,90,15,"Not A PMA1 Interactor"
"2005","YPL106C","SSE1","YHR064C","SSZ1","Predicted",1,90,15,"Not A PMA1 Interactor"
"2020","YPL106C","SSE1","YLR153C","ACS2","Predicted",1,90,15,"Not A PMA1 Interactor"
"2023","YPL110C","GDE1","YDR099W","BMH2","Predicted",1,90,15,"Not A PMA1 Interactor"
"2031","YPL110C","GDE1","YJR045C","SSC1","Predicted",1,90,15,"Not A PMA1 Interactor"
"2036","YPL110C","GDE1","YHR064C","SSZ1","Predicted",1,90,15,"Not A PMA1 Interactor"
"2046","YPL160W","CDC60","YJL138C","TIF2","Predicted",1,90,15,"Not A PMA1 Interactor"
"2047","YPL160W","CDC60","YKR059W","TIF1","Predicted",1,90,15,"Not A PMA1 Interactor"
"2049","YPL226W","NEW1","YKR059W","TIF1","Predicted",1,90,15,"Not A PMA1 Interactor"
"2050","YPL226W","NEW1","YHR064C","SSZ1","Predicted",1,90,15,"Not A PMA1 Interactor"
"2052","YPL226W","NEW1","YMR186W","HSC82","Predicted",1,90,15,"Not A PMA1 Interactor"
"2058","YPL226W","NEW1","YJL138C","TIF2","Predicted",1,90,15,"Not A PMA1 Interactor"
"2067","YPL226W","NEW1","YPL106C","SSE1","Predicted",1,90,15,"Not A PMA1 Interactor"
"2068","YPL226W","NEW1","YJR045C","SSC1","Predicted",1,90,15,"Not A PMA1 Interactor"
"2076","YPL226W","NEW1","YDL055C","PSA1","Predicted",1,90,15,"Not A PMA1 Interactor"
"2089","YPL226W","NEW1","YOR136W","IDH2","Predicted",1,90,15,"Not A PMA1 Interactor"
"2091","YPL226W","NEW1","YIL142W","CCT2","Predicted",1,90,15,"Not A PMA1 Interactor"
"2094","YPL237W","SUI3","YBR079C","RPG1","Predicted",1,90,15,"Not A PMA1 Interactor"
"2107","YPL237W","SUI3","YBR079C","RPG1","Co-complex",1,90,15,"Not A PMA1 Interactor"
"2120","YPL237W","SUI3","YBR069C","TAT1","Predicted",1,90,15,"Not A PMA1 Interactor"
"2131","YPL237W","SUI3","YDR508C","GNP1","Predicted",1,90,15,"Not A PMA1 Interactor"
"2146","YPL237W","SUI3","YOR260W","GCD1","Co-complex",1,90,15,"Not A PMA1 Interactor"
"2150","YPL237W","SUI3","YGR191W","HIP1","Predicted",1,90,15,"PMA1 Interactor"
"2152","YPL237W","SUI3","YOR260W","GCD1","Predicted",1,90,15,"Not A PMA1 Interactor"
"2154","YPL237W","SUI3","YOR260W","GCD1","Literature",1,90,15,"Not A PMA1 Interactor"
"2171","YPL249C","GYP5","YBR079C","RPG1","Predicted",1,90,15,"Not A PMA1 Interactor"
"2173","YPL249C","GYP5","YMR186W","HSC82","Predicted",1,90,15,"Not A PMA1 Interactor"
"2175","YPL249C","GYP5","YJR045C","SSC1","Predicted",1,90,15,"Not A PMA1 Interactor"
"2183","YPL249C","GYP5","YPL106C","SSE1","Predicted",1,90,15,"Not A PMA1 Interactor"
"2218","YPR156C","TPO3","YML072C","TCB3","Predicted",1,90,15,"Not A PMA1 Interactor"
"2231","YPR156C","TPO3","YJR045C","SSC1","Predicted",1,90,15,"Not A PMA1 Interactor"
"2232","YPR156C","TPO3","YMR186W","HSC82","Predicted",1,90,15,"Not A PMA1 Interactor"
"2234","YPR156C","TPO3","YHR174W","ENO2","Predicted",1,90,15,"Not A PMA1 Interactor"
"2243","YPR156C","TPO3","YDR141C","DOP1","Predicted",1,90,15,"Not A PMA1 Interactor"
"2251","YPR156C","TPO3","YER145C","FTR1","Predicted",1,90,15,"Not A PMA1 Interactor"
"2255","YPR156C","TPO3","YPL106C","SSE1","Predicted",1,90,15,"Not A PMA1 Interactor"
"2267","YPR181C","SEC23","YJR045C","SSC1","Predicted",1,90,15,"Not A PMA1 Interactor"
"2270","YPR181C","SEC23","YMR186W","HSC82","Predicted",1,90,15,"Not A PMA1 Interactor"
"1174","YKR082W","NUP133","YJR072C","NPA3","Predicted",5,80,3,"Not A PMA1 Interactor"
"1188","YKR082W","NUP133","YJR072C","NPA3","Predicted",5,80,5,"Not A PMA1 Interactor"
"87","YDL185W","VMA1","YBR127C","VMA2","Co-complex",5,80,7,"Not A PMA1 Interactor"
"90","YDL185W","VMA1","YBR127C","VMA2","Literature",5,80,7,"Not A PMA1 Interactor"
"631","YJR045C","SSC1","YDR099W","BMH2","Predicted",5,80,7,"Not A PMA1 Interactor"
"632","YJR045C","SSC1","YGL206C","CHC1","Predicted",5,80,7,"Not A PMA1 Interactor"
"663","YJR045C","SSC1","YDL112W","TRM3","Predicted",5,80,7,"Not A PMA1 Interactor"
"715","YJR045C","SSC1","YGL195W","GCN1","Predicted",5,80,7,"Not A PMA1 Interactor"
"898","YJR072C","NPA3","YJR045C","SSC1","Predicted",5,80,7,"Not A PMA1 Interactor"
"977","YJR121W","ATP2","YDL185W","VMA1","Co-complex",5,80,7,"Not A PMA1 Interactor"
"1189","YKR082W","NUP133","YJR072C","NPA3","Predicted",5,80,7,"Not A PMA1 Interactor"
"66","YDL185W","VMA1","YBR127C","VMA2","Co-complex",5,80,9,"Not A PMA1 Interactor"
"70","YDL185W","VMA1","YBR127C","VMA2","Literature",5,80,9,"Not A PMA1 Interactor"
"312","YGL195W","GCN1","YFL037W","TUB2","Predicted",5,80,9,"Not A PMA1 Interactor"
"650","YJR045C","SSC1","YGL206C","CHC1","Predicted",5,80,9,"Not A PMA1 Interactor"
"655","YJR045C","SSC1","YFL037W","TUB2","Predicted",5,80,9,"Not A PMA1 Interactor"
"686","YJR045C","SSC1","YDL112W","TRM3","Predicted",5,80,9,"Not A PMA1 Interactor"
"719","YJR045C","SSC1","YGL195W","GCN1","Predicted",5,80,9,"Not A PMA1 Interactor"
"767","YJR045C","SSC1","YDR099W","BMH2","Predicted",5,80,9,"Not A PMA1 Interactor"
"890","YJR072C","NPA3","YJR045C","SSC1","Predicted",5,80,9,"Not A PMA1 Interactor"
"959","YJR121W","ATP2","YDL185W","VMA1","Co-complex",5,80,9,"Not A PMA1 Interactor"
"1007","YJR121W","ATP2","YFL037W","TUB2","Predicted",5,80,9,"Not A PMA1 Interactor"
"1052","YKL010C","UFD4","YFL037W","TUB2","Predicted",5,80,9,"Not A PMA1 Interactor"
"1182","YKR082W","NUP133","YJR072C","NPA3","Predicted",5,80,9,"Not A PMA1 Interactor"
"1437","YML085C","TUB1","YFL037W","TUB2","Literature",5,80,9,"Not A PMA1 Interactor"
"64","YDL185W","VMA1","YBR127C","VMA2","Co-complex",5,80,11,"Not A PMA1 Interactor"
"72","YDL185W","VMA1","YBR127C","VMA2","Literature",5,80,11,"Not A PMA1 Interactor"
"306","YGL195W","GCN1","YFL037W","TUB2","Predicted",5,80,11,"Not A PMA1 Interactor"
"622","YJR045C","SSC1","YDL112W","TRM3","Predicted",5,80,11,"Not A PMA1 Interactor"
"697","YJR045C","SSC1","YGL195W","GCN1","Predicted",5,80,11,"Not A PMA1 Interactor"
"775","YJR045C","SSC1","YGL206C","CHC1","Predicted",5,80,11,"Not A PMA1 Interactor"
"814","YJR045C","SSC1","YFL037W","TUB2","Predicted",5,80,11,"Not A PMA1 Interactor"
"818","YJR045C","SSC1","YDR099W","BMH2","Predicted",5,80,11,"Not A PMA1 Interactor"
"895","YJR072C","NPA3","YJR045C","SSC1","Predicted",5,80,11,"Not A PMA1 Interactor"
"966","YJR121W","ATP2","YFL037W","TUB2","Predicted",5,80,11,"Not A PMA1 Interactor"
"983","YJR121W","ATP2","YDL185W","VMA1","Co-complex",5,80,11,"Not A PMA1 Interactor"
"1026","YKL010C","UFD4","YJL130C","URA2","Predicted",5,80,11,"Not A PMA1 Interactor"
"1034","YKL010C","UFD4","YFL037W","TUB2","Predicted",5,80,11,"Not A PMA1 Interactor"
"1184","YKR082W","NUP133","YJR072C","NPA3","Predicted",5,80,11,"Not A PMA1 Interactor"
"1445","YML085C","TUB1","YFL037W","TUB2","Literature",5,80,11,"Not A PMA1 Interactor"
"63","YDL185W","VMA1","YBR127C","VMA2","Co-complex",5,80,13,"Not A PMA1 Interactor"
"83","YDL185W","VMA1","YBR127C","VMA2","Literature",5,80,13,"Not A PMA1 Interactor"
"288","YGL195W","GCN1","YFL037W","TUB2","Predicted",5,80,13,"Not A PMA1 Interactor"
"492","YHR174W","ENO2","YEL031W","SPF1","Predicted",5,80,13,"Not A PMA1 Interactor"
"710","YJR045C","SSC1","YDL112W","TRM3","Predicted",5,80,13,"Not A PMA1 Interactor"
"732","YJR045C","SSC1","YGL206C","CHC1","Predicted",5,80,13,"Not A PMA1 Interactor"
"737","YJR045C","SSC1","YDR099W","BMH2","Predicted",5,80,13,"Not A PMA1 Interactor"
"766","YJR045C","SSC1","YGL195W","GCN1","Predicted",5,80,13,"Not A PMA1 Interactor"
"791","YJR045C","SSC1","YHR174W","ENO2","Predicted",5,80,13,"Not A PMA1 Interactor"
"803","YJR045C","SSC1","YFL037W","TUB2","Predicted",5,80,13,"Not A PMA1 Interactor"
"889","YJR072C","NPA3","YJR045C","SSC1","Predicted",5,80,13,"Not A PMA1 Interactor"
"957","YJR121W","ATP2","YDL185W","VMA1","Co-complex",5,80,13,"Not A PMA1 Interactor"
"978","YJR121W","ATP2","YFL037W","TUB2","Predicted",5,80,13,"Not A PMA1 Interactor"
"1014","YKL010C","UFD4","YJL130C","URA2","Predicted",5,80,13,"Not A PMA1 Interactor"
"1044","YKL010C","UFD4","YFL037W","TUB2","Predicted",5,80,13,"Not A PMA1 Interactor"
"1167","YKR082W","NUP133","YJR072C","NPA3","Predicted",5,80,13,"Not A PMA1 Interactor"
"1444","YML085C","TUB1","YFL037W","TUB2","Literature",5,80,13,"Not A PMA1 Interactor"
"1514","YMR186W","HSC82","YDL100C","GET3","Predicted",5,80,13,"Not A PMA1 Interactor"
"1522","YMR186W","HSC82","YJR045C","SSC1","Predicted",5,80,13,"Not A PMA1 Interactor"
"1524","YMR186W","HSC82","YDR457W","TOM1","Predicted",5,80,13,"Not A PMA1 Interactor"
"1561","YMR186W","HSC82","YJR121W","ATP2","Predicted",5,80,13,"Not A PMA1 Interactor"
"1573","YMR186W","HSC82","YJR072C","NPA3","Predicted",5,80,13,"Not A PMA1 Interactor"
"1624","YMR186W","HSC82","YDR212W","TCP1","Predicted",5,80,13,"Not A PMA1 Interactor"
"68","YDL185W","VMA1","YBR127C","VMA2","Literature",5,80,15,"Not A PMA1 Interactor"
"82","YDL185W","VMA1","YBR127C","VMA2","Co-complex",5,80,15,"Not A PMA1 Interactor"
"300","YGL195W","GCN1","YFL037W","TUB2","Predicted",5,80,15,"Not A PMA1 Interactor"
"490","YHR174W","ENO2","YEL031W","SPF1","Predicted",5,80,15,"Not A PMA1 Interactor"
"587","YJL138C","TIF2","YJL130C","URA2","Predicted",5,80,15,"Not A PMA1 Interactor"
"590","YJL138C","TIF2","YDR099W","BMH2","Predicted",5,80,15,"Not A PMA1 Interactor"
"635","YJR045C","SSC1","YJL138C","TIF2","Predicted",5,80,15,"Not A PMA1 Interactor"
"636","YJR045C","SSC1","YGL206C","CHC1","Predicted",5,80,15,"Not A PMA1 Interactor"
"645","YJR045C","SSC1","YDL112W","TRM3","Predicted",5,80,15,"Not A PMA1 Interactor"
"673","YJR045C","SSC1","YFL037W","TUB2","Predicted",5,80,15,"Not A PMA1 Interactor"
"808","YJR045C","SSC1","YHR174W","ENO2","Predicted",5,80,15,"Not A PMA1 Interactor"
"833","YJR045C","SSC1","YDR099W","BMH2","Predicted",5,80,15,"Not A PMA1 Interactor"
"834","YJR045C","SSC1","YGL195W","GCN1","Predicted",5,80,15,"Not A PMA1 Interactor"
"883","YJR072C","NPA3","YJR045C","SSC1","Predicted",5,80,15,"Not A PMA1 Interactor"
"951","YJR121W","ATP2","YDL185W","VMA1","Co-complex",5,80,15,"Not A PMA1 Interactor"
"1009","YJR121W","ATP2","YFL037W","TUB2","Predicted",5,80,15,"Not A PMA1 Interactor"
"1018","YKL010C","UFD4","YFL037W","TUB2","Predicted",5,80,15,"Not A PMA1 Interactor"
"1039","YKL010C","UFD4","YJL130C","URA2","Predicted",5,80,15,"Not A PMA1 Interactor"
"1053","YKL010C","UFD4","YJL138C","TIF2","Predicted",5,80,15,"Not A PMA1 Interactor"
"1127","YKR059W","TIF1","YDR099W","BMH2","Predicted",5,80,15,"Not A PMA1 Interactor"
"1142","YKR059W","TIF1","YJL138C","TIF2","Co-complex",5,80,15,"Not A PMA1 Interactor"
"1145","YKR059W","TIF1","YKL010C","UFD4","Predicted",5,80,15,"Not A PMA1 Interactor"
"1154","YKR059W","TIF1","YJL130C","URA2","Predicted",5,80,15,"Not A PMA1 Interactor"
"1158","YKR059W","TIF1","YJL138C","TIF2","Predicted",5,80,15,"Not A PMA1 Interactor"
"1159","YKR059W","TIF1","YJR045C","SSC1","Predicted",5,80,15,"Not A PMA1 Interactor"
"1163","YKR082W","NUP133","YJR072C","NPA3","Predicted",5,80,15,"Not A PMA1 Interactor"
"1446","YML085C","TUB1","YFL037W","TUB2","Literature",5,80,15,"Not A PMA1 Interactor"
"1523","YMR186W","HSC82","YJR072C","NPA3","Predicted",5,80,15,"Not A PMA1 Interactor"
"1537","YMR186W","HSC82","YJR045C","SSC1","Predicted",5,80,15,"Not A PMA1 Interactor"
"1540","YMR186W","HSC82","YJR121W","ATP2","Predicted",5,80,15,"Not A PMA1 Interactor"
"1542","YMR186W","HSC82","YDR457W","TOM1","Predicted",5,80,15,"Not A PMA1 Interactor"
"1562","YMR186W","HSC82","YKR059W","TIF1","Predicted",5,80,15,"Not A PMA1 Interactor"
"1582","YMR186W","HSC82","YDL100C","GET3","Predicted",5,80,15,"Not A PMA1 Interactor"
"1588","YMR186W","HSC82","YJL138C","TIF2","Co-complex",5,80,15,"Not A PMA1 Interactor"
"1631","YMR186W","HSC82","YJL138C","TIF2","Predicted",5,80,15,"Not A PMA1 Interactor"
"1638","YMR186W","HSC82","YDR212W","TCP1","Predicted",5,80,15,"Not A PMA1 Interactor"
"1193","YKR082W","NUP133","YJR072C","NPA3","Predicted",5,90,3,"Not A PMA1 Interactor"
"1180","YKR082W","NUP133","YJR072C","NPA3","Predicted",5,90,5,"Not A PMA1 Interactor"
"44","YDL185W","VMA1","YBR127C","VMA2","Co-complex",5,90,7,"Not A PMA1 Interactor"
"84","YDL185W","VMA1","YBR127C","VMA2","Literature",5,90,7,"Not A PMA1 Interactor"
"624","YJR045C","SSC1","YGL195W","GCN1","Predicted",5,90,7,"Not A PMA1 Interactor"
"638","YJR045C","SSC1","YDL112W","TRM3","Predicted",5,90,7,"Not A PMA1 Interactor"
"720","YJR045C","SSC1","YDR099W","BMH2","Predicted",5,90,7,"Not A PMA1 Interactor"
"822","YJR045C","SSC1","YGL206C","CHC1","Predicted",5,90,7,"Not A PMA1 Interactor"
"882","YJR072C","NPA3","YJR045C","SSC1","Predicted",5,90,7,"Not A PMA1 Interactor"
"967","YJR121W","ATP2","YDL185W","VMA1","Co-complex",5,90,7,"Not A PMA1 Interactor"
"1166","YKR082W","NUP133","YJR072C","NPA3","Predicted",5,90,7,"Not A PMA1 Interactor"
"80","YDL185W","VMA1","YBR127C","VMA2","Literature",5,90,9,"Not A PMA1 Interactor"
"85","YDL185W","VMA1","YBR127C","VMA2","Co-complex",5,90,9,"Not A PMA1 Interactor"
"302","YGL195W","GCN1","YFL037W","TUB2","Predicted",5,90,9,"Not A PMA1 Interactor"
"611","YJR045C","SSC1","YGL206C","CHC1","Predicted",5,90,9,"Not A PMA1 Interactor"
"707","YJR045C","SSC1","YFL037W","TUB2","Predicted",5,90,9,"Not A PMA1 Interactor"
"764","YJR045C","SSC1","YDR099W","BMH2","Predicted",5,90,9,"Not A PMA1 Interactor"
"777","YJR045C","SSC1","YGL195W","GCN1","Predicted",5,90,9,"Not A PMA1 Interactor"
"821","YJR045C","SSC1","YDL112W","TRM3","Predicted",5,90,9,"Not A PMA1 Interactor"
"892","YJR072C","NPA3","YJR045C","SSC1","Predicted",5,90,9,"Not A PMA1 Interactor"
"949","YJR121W","ATP2","YFL037W","TUB2","Predicted",5,90,9,"Not A PMA1 Interactor"
"961","YJR121W","ATP2","YDL185W","VMA1","Co-complex",5,90,9,"Not A PMA1 Interactor"
"1046","YKL010C","UFD4","YFL037W","TUB2","Predicted",5,90,9,"Not A PMA1 Interactor"
"1194","YKR082W","NUP133","YJR072C","NPA3","Predicted",5,90,9,"Not A PMA1 Interactor"
"1447","YML085C","TUB1","YFL037W","TUB2","Literature",5,90,9,"Not A PMA1 Interactor"
"86","YDL185W","VMA1","YBR127C","VMA2","Co-complex",5,90,11,"Not A PMA1 Interactor"
"88","YDL185W","VMA1","YBR127C","VMA2","Literature",5,90,11,"Not A PMA1 Interactor"
"305","YGL195W","GCN1","YFL037W","TUB2","Predicted",5,90,11,"Not A PMA1 Interactor"
"603","YJR045C","SSC1","YFL037W","TUB2","Predicted",5,90,11,"Not A PMA1 Interactor"
"646","YJR045C","SSC1","YDL112W","TRM3","Predicted",5,90,11,"Not A PMA1 Interactor"
"664","YJR045C","SSC1","YDR099W","BMH2","Predicted",5,90,11,"Not A PMA1 Interactor"
"713","YJR045C","SSC1","YGL206C","CHC1","Predicted",5,90,11,"Not A PMA1 Interactor"
"768","YJR045C","SSC1","YGL195W","GCN1","Predicted",5,90,11,"Not A PMA1 Interactor"
"884","YJR072C","NPA3","YJR045C","SSC1","Predicted",5,90,11,"Not A PMA1 Interactor"
"955","YJR121W","ATP2","YDL185W","VMA1","Co-complex",5,90,11,"Not A PMA1 Interactor"
"1001","YJR121W","ATP2","YFL037W","TUB2","Predicted",5,90,11,"Not A PMA1 Interactor"
"1022","YKL010C","UFD4","YFL037W","TUB2","Predicted",5,90,11,"Not A PMA1 Interactor"
"1035","YKL010C","UFD4","YJL130C","URA2","Predicted",5,90,11,"Not A PMA1 Interactor"
"1168","YKR082W","NUP133","YJR072C","NPA3","Predicted",5,90,11,"Not A PMA1 Interactor"
"1433","YML085C","TUB1","YFL037W","TUB2","Literature",5,90,11,"Not A PMA1 Interactor"
"52","YDL185W","VMA1","YBR127C","VMA2","Co-complex",5,90,13,"Not A PMA1 Interactor"
"91","YDL185W","VMA1","YBR127C","VMA2","Literature",5,90,13,"Not A PMA1 Interactor"
"293","YGL195W","GCN1","YFL037W","TUB2","Predicted",5,90,13,"Not A PMA1 Interactor"
"491","YHR174W","ENO2","YEL031W","SPF1","Predicted",5,90,13,"Not A PMA1 Interactor"
"629","YJR045C","SSC1","YDL112W","TRM3","Predicted",5,90,13,"Not A PMA1 Interactor"
"660","YJR045C","SSC1","YGL206C","CHC1","Predicted",5,90,13,"Not A PMA1 Interactor"
"684","YJR045C","SSC1","YDR099W","BMH2","Predicted",5,90,13,"Not A PMA1 Interactor"
"772","YJR045C","SSC1","YHR174W","ENO2","Predicted",5,90,13,"Not A PMA1 Interactor"
"779","YJR045C","SSC1","YFL037W","TUB2","Predicted",5,90,13,"Not A PMA1 Interactor"
"823","YJR045C","SSC1","YGL195W","GCN1","Predicted",5,90,13,"Not A PMA1 Interactor"
"894","YJR072C","NPA3","YJR045C","SSC1","Predicted",5,90,13,"Not A PMA1 Interactor"
"947","YJR121W","ATP2","YFL037W","TUB2","Predicted",5,90,13,"Not A PMA1 Interactor"
"962","YJR121W","ATP2","YDL185W","VMA1","Co-complex",5,90,13,"Not A PMA1 Interactor"
"1016","YKL010C","UFD4","YFL037W","TUB2","Predicted",5,90,13,"Not A PMA1 Interactor"
"1048","YKL010C","UFD4","YJL130C","URA2","Predicted",5,90,13,"Not A PMA1 Interactor"
"1172","YKR082W","NUP133","YJR072C","NPA3","Predicted",5,90,13,"Not A PMA1 Interactor"
